t_entrada,t_salida,direccion,motivo,R,precio_entrada,precio_salida,modelo
2022-10-28 13:33:00+00:00,2022-10-28 13:52:00+00:00,1,TP,0.9,1646.12,1648.7254999999998,MEC-A
2022-10-31 13:11:00+00:00,2022-10-31 13:12:00+00:00,1,SL,-1.0,1637.63,1637.065,MER
2022-10-31 13:13:00+00:00,2022-10-31 13:17:00+00:00,-1,TP,0.9,1636.8,1636.2195,MER
2022-11-01 13:13:00+00:00,2022-11-01 13:22:00+00:00,1,SL,-1.0,1655.052,1653.64,MER
2022-11-01 13:23:00+00:00,2022-11-01 13:29:00+00:00,-1,TP,0.9,1653.855,1652.7777,MEC-A
2022-11-02 13:28:00+00:00,2022-11-02 13:30:00+00:00,-1,TP,0.9,1656.58,1655.9769999999999,MEC-A
2022-11-03 13:16:00+00:00,2022-11-03 13:41:00+00:00,-1,SL,-1.0,1618.77,1622.1,MER
2022-11-03 13:41:00+00:00,2022-11-03 14:28:00+00:00,1,TP,0.9,1622.45,1626.4775000000002,MEC-A
2022-11-04 13:12:00+00:00,2022-11-04 13:16:00+00:00,1,TP,0.9,1664.295,1666.5495,MEC-A
2022-11-07 14:09:00+00:00,2022-11-07 14:27:00+00:00,1,SL,-1.0,1680.205,1678.52,MEC-A
2022-11-07 14:27:00+00:00,2022-11-07 14:32:00+00:00,-1,SL,-1.0,1678.465,1680.465,MEC-A
2022-11-08 14:15:00+00:00,2022-11-08 14:20:00+00:00,1,TP,0.9,1674.395,1675.1915,MER
2022-11-09 14:40:00+00:00,2022-11-09 14:45:00+00:00,1,TP,0.9,1713.13,1715.7949,MER
2022-11-10 14:37:00+00:00,2022-11-10 14:43:00+00:00,-1,SL,-1.0,1737.285,1741.8,MEC-A
2022-11-10 14:43:00+00:00,2022-11-10 14:45:00+00:00,1,TP,0.9,1741.45,1742.9845000000003,MEC-A
2022-11-11 14:20:00+00:00,2022-11-11 14:34:00+00:00,-1,TP,0.9,1761.765,1759.0110000000002,MER
2022-11-14 14:31:00+00:00,2022-11-14 14:37:00+00:00,1,TP,0.9,1764.43,1765.6090000000002,MEC-A
2022-11-15 14:21:00+00:00,2022-11-15 14:34:00+00:00,-1,TP,0.9,1775.265,1772.3355000000001,MER
2022-11-16 14:16:00+00:00,2022-11-16 14:30:00+00:00,-1,TP,0.9,1777.84,1776.8707,MER
2022-11-17 14:15:00+00:00,2022-11-17 14:34:00+00:00,1,TP,0.9,1757.939,1760.4131000000002,MER
2022-11-18 14:26:00+00:00,2022-11-18 14:31:00+00:00,-1,TP,0.9,1757.385,1754.469,MER
2022-11-21 14:19:00+00:00,2022-11-21 14:32:00+00:00,1,SL,-1.0,1745.62,1743.565,MEC-A
2022-11-21 14:32:00+00:00,2022-11-21 14:44:00+00:00,-1,TP,0.9,1743.24,1740.765,MEC-A
2022-11-22 15:17:00+00:00,2022-11-22 15:32:00+00:00,1,SL,-1.0,1744.485,1743.455,MEC-A
2022-11-22 15:33:00+00:00,2022-11-22 15:40:00+00:00,-1,TP,0.9,1743.24,1742.0655,MEC-A
2022-11-24 14:25:00+00:00,2022-11-24 14:34:00+00:00,1,SL,-1.0,1756.57,1755.92,MER
2022-11-24 14:37:00+00:00,2022-11-24 14:45:00+00:00,-1,SL,-1.0,1755.805,1756.575,MEC-A
2022-11-25 14:11:00+00:00,2022-11-25 14:17:00+00:00,1,SL,-1.0,1748.475,1747.44,MER
2022-11-25 14:18:00+00:00,2022-11-25 14:24:00+00:00,-1,SL,-1.0,1747.18,1748.475,MEC-A
2022-11-28 14:20:00+00:00,2022-11-28 14:21:00+00:00,-1,TP,0.9,1750.194,1749.0276,MEC-A
2022-11-29 14:09:00+00:00,2022-11-29 14:11:00+00:00,1,SL,-1.0,1753.15,1751.92,MER
2022-11-29 14:17:00+00:00,2022-11-29 14:19:00+00:00,-1,TP,0.9,1751.39,1749.806,MEC-A
2022-11-30 14:41:00+00:00,2022-11-30 14:42:00+00:00,-1,SL,-1.0,1758.18,1758.91,MEC-A
2022-11-30 14:42:00+00:00,2022-11-30 14:45:00+00:00,1,TP,0.9,1760.85,1763.0729999999996,MER
2022-12-01 14:29:00+00:00,2022-12-01 14:37:00+00:00,1,SL,-1.0,1799.324,1796.265,MEC-A
2022-12-01 14:40:00+00:00,2022-12-01 14:45:00+00:00,1,TP,0.9,1798.005,1799.5710000000001,MEC-A
2022-12-02 14:12:00+00:00,2022-12-02 14:41:00+00:00,1,SL,-1.0,1785.361,1782.745,MEC-A
2022-12-02 14:42:00+00:00,2022-12-02 14:47:00+00:00,-1,SL,-1.0,1782.3,1786.34,MEC-A
2022-12-05 14:27:00+00:00,2022-12-05 14:39:00+00:00,-1,TP,0.9,1790.14,1788.0286,MEC-A
2022-12-06 14:19:00+00:00,2022-12-06 14:30:00+00:00,-1,TP,0.9,1776.775,1775.3845000000001,MEC-A
2022-12-07 14:23:00+00:00,2022-12-07 14:24:00+00:00,1,TP,0.9,1778.68,1780.0255000000002,MEC-A
2022-12-08 14:19:00+00:00,2022-12-08 14:20:00+00:00,-1,SL,-1.0,1787.77,1788.955,MEC-A
2022-12-08 14:24:00+00:00,2022-12-08 14:35:00+00:00,1,SL,-1.0,1789.71,1787.77,MEC-A
2022-12-09 14:09:00+00:00,2022-12-09 14:11:00+00:00,-1,TP,0.9,1796.685,1795.9109999999998,MER
2022-12-12 14:17:00+00:00,2022-12-12 14:30:00+00:00,1,SL,-1.0,1788.74,1787.37,MER
2022-12-12 14:33:00+00:00,2022-12-12 14:39:00+00:00,1,SL,-1.0,1789.37,1787.72,MEC-A
2022-12-13 15:25:00+00:00,2022-12-13 15:38:00+00:00,-1,TP,0.9,1815.805,1813.1275,MEC-A
2022-12-14 14:12:00+00:00,2022-12-14 14:37:00+00:00,1,TP,0.9,1809.245,1810.3834999999997,MER
2022-12-15 15:22:00+00:00,2022-12-15 15:26:00+00:00,-1,TP,0.9,1779.744,1777.2230999999997,MEC-A
2022-12-16 14:22:00+00:00,2022-12-16 14:34:00+00:00,-1,SL,-1.0,1782.935,1785.195,MEC-A
2022-12-16 14:35:00+00:00,2022-12-16 14:40:00+00:00,1,SL,-1.0,1785.642,1782.42,MER
2022-12-19 14:15:00+00:00,2022-12-19 14:26:00+00:00,-1,SL,-1.0,1791.136,1791.78,MER
2022-12-19 14:27:00+00:00,2022-12-19 14:37:00+00:00,1,SL,-1.0,1792.045,1790.798,MEC-A
2022-12-20 14:09:00+00:00,2022-12-20 14:11:00+00:00,1,SL,-1.0,1805.718,1804.36,MER
2022-12-20 14:11:00+00:00,2022-12-20 14:16:00+00:00,-1,TP,0.9,1804.06,1803.0853,MER
2022-12-21 14:09:00+00:00,2022-12-21 14:11:00+00:00,-1,SL,-1.0,1815.825,1816.657,MER
2022-12-21 14:14:00+00:00,2022-12-21 14:27:00+00:00,1,TP,0.9,1816.99,1818.0384999999999,MER
2022-12-22 14:15:00+00:00,2022-12-22 14:20:00+00:00,-1,TP,0.9,1807.055,1805.5385,MER
2022-12-23 14:21:00+00:00,2022-12-23 14:26:00+00:00,-1,SL,-1.0,1792.738,1794.599,MEC-A
2022-12-23 14:34:00+00:00,2022-12-23 14:59:00+00:00,-1,SL,-1.0,1792.155,1794.625,MEC-A
2022-12-28 14:37:00+00:00,2022-12-28 14:40:00+00:00,1,SL,-1.0,1807.439,1804.895,MEC-A
2022-12-28 14:51:00+00:00,2022-12-28 15:00:00+00:00,1,SL,-1.0,1808.34,1804.65,MEC-A
2022-12-29 14:37:00+00:00,2022-12-29 14:47:00+00:00,1,TP,0.9,1814.175,1816.668,MEC-A
2022-12-30 14:28:00+00:00,2022-12-30 14:32:00+00:00,-1,SL,-1.0,1818.929,1821.226,MER
2022-12-30 14:34:00+00:00,2022-12-30 14:50:00+00:00,1,SL,-1.0,1822.206,1818.929,MEC-A
