Date,Close,High,Low,Open,Volume
2024-08-12,88.54454803466797,88.73701541801185,87.87548875617595,88.01296745640934,24261400
2024-08-13,89.15861511230469,89.23193802094768,88.88366469357963,89.17694933569415,30366900
2024-08-14,89.71768951416016,89.96515258122713,89.36941618888734,89.40607764298828,31334100
2024-08-15,88.9936294555664,88.9936294555664,88.1779314417383,88.36123868737499,38723700
2024-08-16,89.30524444580078,89.39689456845919,88.91114262515906,89.30524444580078,28541000
2024-08-19,89.71768951416016,89.96515258122713,89.27776604986369,89.28692616904588,25322100
2024-08-20,90.43257141113281,90.60671157196812,89.92849214457094,90.11179242469208,25239300
2024-08-21,90.4875717163086,90.91832809586619,90.01097977569066,90.43257603549401,29230000
2024-08-22,89.58938598632812,90.09347228502469,89.29610131957504,90.02931648268677,33453800
2024-08-23,90.17594146728516,90.43256463721521,89.78183960133347,89.99264120089425,32005100
2024-08-26,89.94682312011719,90.46006951978899,89.89183443228315,90.45090940012182,23198700
2024-08-27,89.791015625,89.89183287925916,89.27776923419535,89.35108515255484,21507700
2024-08-28,89.68102264404297,90.00180160748195,89.5710452808393,89.82766845159048,18501400
2024-08-29,89.38774871826172,89.488565974901,89.0211411479787,89.24110988562319,24988200
2024-08-30,88.43456268310547,89.80933568509003,88.41623545309346,89.52521816893282,42896200
2024-09-03,89.88095092773438,90.16599313082064,89.5775148317437,89.70624402121587,48947900
2024-09-04,91.0395278930664,91.05791477221935,89.93612573307807,90.00049033293625,40885200
2024-09-05,91.55441284179688,91.65555817998954,90.82800860169174,91.34292522142691,47450900
2024-09-06,91.54521942138672,92.66700811345551,91.20500964820108,91.53602949226115,57406400
2024-09-09,91.94060516357422,92.04175050711012,91.17742713763946,91.39810469843907,26961400
2024-09-10,92.58427429199219,92.78656501468836,91.78430834729762,91.83028606253382,31703400
2024-09-11,92.51070404052734,93.08998531578557,92.27163257120219,92.4003617434818,39497100
2024-09-12,92.07852935791016,92.45552690602769,91.66475806310055,92.2808200407817,41618700
2024-09-13,92.32678985595703,92.51068663455219,91.96817921183536,92.37276054299961,25722100
2024-09-16,93.1727523803711,93.20953314944313,92.32681573735738,92.529099444432,30866300
2024-09-17,92.72216796875,93.45776911942882,92.63021957871827,93.30145615485362,31699400
2024-09-18,91.57281494140625,92.62104925836051,91.52684424426458,92.17049012595984,48897000
2024-09-19,91.2693862915039,91.31535698884701,90.81882715712901,90.95675327958635,39979800
2024-09-20,90.91997528076172,91.26019212448628,90.77285922348501,91.02112063929566,37067600
2024-09-23,90.72687530517578,91.11306282123368,90.12920014067831,90.5705623127543,35703900
2024-09-24,90.70848083496094,90.92915839491474,89.97287961483072,90.11080572050678,31005400
2024-09-25,89.95449829101562,90.4050503831558,89.91771752621857,90.349882743567,36738200
2024-09-26,90.16597747802734,90.34068435421679,89.5774992811101,90.17517442288298,33332300
2024-09-27,90.63491821289062,90.8096250789799,90.3038983693599,90.6073343951319,28317600
2024-09-30,90.20276641845703,90.76366084686187,90.00047570457802,90.69929625746529,34175500
2024-10-01,90.85401916503906,91.62889720542644,90.76177362253394,91.13998949605386,45254200
2024-10-02,90.08839416503906,90.15296676244111,89.53490671543827,89.81165044023867,35810800
2024-10-03,89.23969268798828,89.94999810622508,89.23969268798828,89.79317295081844,39677800
2024-10-04,88.14197540283203,88.5201842890341,88.00360355163237,88.04050318114459,56954100
2024-10-07,87.47777557373047,87.88365732713736,87.41320299674189,87.61614739238686,42606600
2024-10-08,87.6253662109375,87.66226583143106,87.02575969421252,87.07188597930022,33709600
2024-10-09,87.12725067138672,87.55159287958806,86.92431327175349,87.33019510890445,35807700
2024-10-10,86.78594207763672,86.79516170640454,86.16788913173406,86.60144393401197,53667400
2024-10-11,86.43539428710938,86.77671055530304,86.17710393837218,86.23245689730456,27406400
2024-10-14,86.49996948242188,86.50919614883617,85.77122470703364,85.82657062975063,28795300
2024-10-15,87.55158996582031,87.63460884865037,87.05345555518714,87.1364744380172,46429100
2024-10-16,87.92056274414062,88.20653306498527,87.76374462367056,87.99436199067367,32281500
2024-10-17,86.52763366699219,87.11801352768411,86.40770813917837,86.9796417082975,43427200
2024-10-18,86.59220886230469,86.97041767298732,86.58298219729781,86.7582536430121,25258600
2024-10-21,85.07939147949219,85.872709020784,85.07939147949219,85.80813641726422,49504700
2024-10-22,85.16238403320312,85.56827286568203,84.95021295134812,85.4668006575623,32096900
2024-10-23,84.93174743652344,85.20849103928803,84.55353868648614,84.71957640268629,33354200
2024-10-24,85.47602081298828,85.78965704119149,84.83028798887304,85.07935867633626,32507400
2024-10-25,84.996337890625,85.82656183573472,84.88563901864916,85.78043554627388,28667100
2024-10-28,84.76573181152344,85.13472106271578,84.33216996921378,85.11626772931965,33156500
2024-10-29,84.89485168457031,84.92252463852996,83.92626310657,84.1015274942753,46545200
2024-10-30,85.14393615722656,86.05717897544528,85.01479099254446,85.64206348506686,41951100
2024-10-31,85.28231811523438,85.7343333204877,84.74729105581041,85.05170069789963,52173800
2024-11-01,84.07998657226562,85.63496685402575,84.04296945319265,85.39432027184937,80402000
2024-11-04,85.38504028320312,85.68122659033786,84.81117622366271,85.41280664611598,49747600
2024-11-05,85.83856964111328,85.98666631794289,84.78340553443614,85.18140652636792,46986000
2024-11-06,83.48760986328125,83.96891712819578,82.8859863745982,82.96928548104106,98895700
2024-11-07,84.53350067138672,84.8019206001718,83.9041039222171,83.99666081381655,56221400
2024-11-08,85.607177734375,85.70899243887014,85.00554731553241,85.15364399903027,56756200
2024-11-11,85.190673828125,85.43132742397356,84.80193060058127,85.38504544189686,22369200
2024-11-12,83.91337585449219,85.01481505470888,83.77453696290405,84.57053907559406,57908400
2024-11-13,83.11737060546875,84.72788332685808,83.04332225786395,84.70936770913733,49009100
