combinacion,capital_final,retorno_pct,drawdown_max_pct,peor_racha_3L_pct,peor_dia_unico_pct,p_positivo_bootstrap,dd_mediana_bootstrap,dd_p5_bootstrap,prob_dd_peor_30,prob_dd_peor_40
Mie7/Mar6/Jue4/resto1,1153850.15,115285.0,-23.4,-16.6,-13.9,100.0,-21.7,-30.5,5.8,0.2
