timestamp,fecha,hora,dia_semana,monto_usd,activo,precio_compra,precio_venta,gap_pct,ganancia_ars,liquidez_completa
2026-08-13T16:47:06.824974,13/08/2026,16:47,Jueves,10000.0,USDT,1575.22,1583.14,0.503,79214.45,True
2026-08-13T16:47:06.824974,13/08/2026,16:47,Jueves,10000.0,USDC,1565.0,1677.44,7.184,1131707.17,True
2026-08-13T16:47:06.824974,13/08/2026,16:47,Jueves,10000.0,BTC,97000000.0,113529877.91,17.041,2684352.65,True
2026-08-13T16:47:06.824974,13/08/2026,16:47,Jueves,10000.0,ETH,2842865.35,3444126.14,21.15,3331564.7,True
2026-08-13T16:47:06.824974,13/08/2026,16:47,Jueves,10000.0,BNB,909722.83,1109966.79,22.012,3467304.47,True
