t,direccion,modelo,t_ny,hora_ny
2025-11-11 01:27:00+00:00,BUY,MEC-A,2025-11-10 20:27:00-05:00,20
2025-11-11 01:30:00+00:00,BUY,MEC-A,2025-11-10 20:30:00-05:00,20
2025-11-11 01:31:00+00:00,BUY,MEC-A,2025-11-10 20:31:00-05:00,20
2025-11-11 01:34:00+00:00,BUY,MEC-A,2025-11-10 20:34:00-05:00,20
2025-11-11 01:37:00+00:00,BUY,MEC-A,2025-11-10 20:37:00-05:00,20
2025-11-11 01:39:00+00:00,BUY,MEC-A,2025-11-10 20:39:00-05:00,20
2025-11-11 01:40:00+00:00,BUY,MEC-A,2025-11-10 20:40:00-05:00,20
2025-11-11 01:44:00+00:00,SELL,MEC-A,2025-11-10 20:44:00-05:00,20
2025-11-11 01:52:00+00:00,SELL,MEC-A,2025-11-10 20:52:00-05:00,20
2025-11-11 01:54:00+00:00,SELL,MEC-A,2025-11-10 20:54:00-05:00,20
2025-11-11 02:15:00+00:00,SELL,MEC-A,2025-11-10 21:15:00-05:00,21
2025-11-11 02:17:00+00:00,SELL,MEC-A,2025-11-10 21:17:00-05:00,21
2025-11-11 02:21:00+00:00,BUY,MEC-A,2025-11-10 21:21:00-05:00,21
2025-11-11 02:22:00+00:00,BUY,MEC-A,2025-11-10 21:22:00-05:00,21
2025-11-11 02:30:00+00:00,SELL,MEC-A,2025-11-10 21:30:00-05:00,21
2025-11-11 02:34:00+00:00,SELL,MEC-A,2025-11-10 21:34:00-05:00,21
2025-11-11 02:38:00+00:00,SELL,MEC-A,2025-11-10 21:38:00-05:00,21
2025-11-11 02:40:00+00:00,BUY,MEC-A,2025-11-10 21:40:00-05:00,21
2025-11-11 02:41:00+00:00,BUY,MEC-A,2025-11-10 21:41:00-05:00,21
2025-11-11 02:42:00+00:00,BUY,MEC-A,2025-11-10 21:42:00-05:00,21
2025-11-11 02:44:00+00:00,BUY,MEC-A,2025-11-10 21:44:00-05:00,21
2025-11-11 02:51:00+00:00,BUY,MEC-A,2025-11-10 21:51:00-05:00,21
2025-11-11 03:09:00+00:00,BUY,MEC-A,2025-11-10 22:09:00-05:00,22
2025-11-11 03:10:00+00:00,BUY,MEC-A,2025-11-10 22:10:00-05:00,22
2025-11-11 03:11:00+00:00,BUY,MEC-A,2025-11-10 22:11:00-05:00,22
2025-11-11 03:14:00+00:00,BUY,MEC-A,2025-11-10 22:14:00-05:00,22
2025-11-11 03:16:00+00:00,BUY,MEC-A,2025-11-10 22:16:00-05:00,22
2025-11-11 03:19:00+00:00,BUY,MEC-A,2025-11-10 22:19:00-05:00,22
2025-11-11 03:27:00+00:00,BUY,MEC-A,2025-11-10 22:27:00-05:00,22
2025-11-11 03:31:00+00:00,BUY,MEC-A,2025-11-10 22:31:00-05:00,22
2025-11-11 03:34:00+00:00,BUY,MEC-A,2025-11-10 22:34:00-05:00,22
2025-11-11 03:37:00+00:00,BUY,MEC-A,2025-11-10 22:37:00-05:00,22
2025-11-11 03:45:00+00:00,BUY,MEC-A,2025-11-10 22:45:00-05:00,22
2025-11-11 03:46:00+00:00,BUY,MEC-A,2025-11-10 22:46:00-05:00,22
2025-11-11 03:57:00+00:00,BUY,MEC-A,2025-11-10 22:57:00-05:00,22
2025-11-11 03:58:00+00:00,BUY,MEC-A,2025-11-10 22:58:00-05:00,22
2025-11-11 04:00:00+00:00,BUY,MEC-A,2025-11-10 23:00:00-05:00,23
2025-11-11 04:02:00+00:00,BUY,MEC-A,2025-11-10 23:02:00-05:00,23
2025-11-11 04:12:00+00:00,SELL,MEC-A,2025-11-10 23:12:00-05:00,23
2025-11-11 04:16:00+00:00,SELL,MEC-A,2025-11-10 23:16:00-05:00,23
2025-11-11 04:21:00+00:00,SELL,MEC-A,2025-11-10 23:21:00-05:00,23
2025-11-11 04:24:00+00:00,SELL,MEC-A,2025-11-10 23:24:00-05:00,23
2025-11-11 04:25:00+00:00,SELL,MEC-A,2025-11-10 23:25:00-05:00,23
2025-11-11 04:30:00+00:00,BUY,MEC-A,2025-11-10 23:30:00-05:00,23
2025-11-11 04:41:00+00:00,SELL,MEC-A,2025-11-10 23:41:00-05:00,23
2025-11-11 04:43:00+00:00,SELL,MEC-A,2025-11-10 23:43:00-05:00,23
2025-11-11 04:46:00+00:00,SELL,MEC-A,2025-11-10 23:46:00-05:00,23
2025-11-11 04:55:00+00:00,SELL,MEC-A,2025-11-10 23:55:00-05:00,23
2025-11-11 04:56:00+00:00,SELL,MEC-A,2025-11-10 23:56:00-05:00,23
2025-11-11 04:58:00+00:00,SELL,MEC-A,2025-11-10 23:58:00-05:00,23
2025-11-11 05:00:00+00:00,SELL,MEC-A,2025-11-11 00:00:00-05:00,0
2025-11-11 05:02:00+00:00,SELL,MEC-A,2025-11-11 00:02:00-05:00,0
2025-11-11 05:03:00+00:00,BUY,MER,2025-11-11 00:03:00-05:00,0
2025-11-11 05:04:00+00:00,SELL,MEC-A,2025-11-11 00:04:00-05:00,0
2025-11-11 05:06:00+00:00,SELL,MEC-A,2025-11-11 00:06:00-05:00,0
2025-11-11 05:07:00+00:00,SELL,MEC-A,2025-11-11 00:07:00-05:00,0
2025-11-11 05:12:00+00:00,SELL,MEC-A,2025-11-11 00:12:00-05:00,0
2025-11-11 05:16:00+00:00,SELL,MEC-A,2025-11-11 00:16:00-05:00,0
2025-11-11 05:18:00+00:00,SELL,MEC-A,2025-11-11 00:18:00-05:00,0
2025-11-11 05:21:00+00:00,SELL,MEC-A,2025-11-11 00:21:00-05:00,0
2025-11-11 05:23:00+00:00,SELL,MEC-A,2025-11-11 00:23:00-05:00,0
2025-11-11 05:30:00+00:00,SELL,MEC-A,2025-11-11 00:30:00-05:00,0
2025-11-11 05:33:00+00:00,SELL,MEC-A,2025-11-11 00:33:00-05:00,0
2025-11-11 05:34:00+00:00,SELL,MEC-A,2025-11-11 00:34:00-05:00,0
2025-11-11 05:35:00+00:00,SELL,MEC-A,2025-11-11 00:35:00-05:00,0
2025-11-11 05:36:00+00:00,SELL,MEC-A,2025-11-11 00:36:00-05:00,0
2025-11-11 05:41:00+00:00,SELL,MEC-A,2025-11-11 00:41:00-05:00,0
2025-11-11 05:51:00+00:00,SELL,MEC-A,2025-11-11 00:51:00-05:00,0
2025-11-11 05:57:00+00:00,SELL,MEC-A,2025-11-11 00:57:00-05:00,0
2025-11-11 05:58:00+00:00,SELL,MEC-A,2025-11-11 00:58:00-05:00,0
2025-11-11 06:01:00+00:00,SELL,MEC-A,2025-11-11 01:01:00-05:00,1
2025-11-11 06:03:00+00:00,SELL,MEC-A,2025-11-11 01:03:00-05:00,1
2025-11-11 06:10:00+00:00,SELL,MEC-A,2025-11-11 01:10:00-05:00,1
2025-11-11 06:20:00+00:00,BUY,MEC-A,2025-11-11 01:20:00-05:00,1
2025-11-11 06:27:00+00:00,BUY,MEC-A,2025-11-11 01:27:00-05:00,1
2025-11-11 06:28:00+00:00,BUY,MEC-A,2025-11-11 01:28:00-05:00,1
2025-11-11 06:31:00+00:00,SELL,MEC-A,2025-11-11 01:31:00-05:00,1
2025-11-11 06:33:00+00:00,SELL,MEC-A,2025-11-11 01:33:00-05:00,1
2025-11-11 06:34:00+00:00,SELL,MEC-A,2025-11-11 01:34:00-05:00,1
2025-11-11 06:41:00+00:00,SELL,MEC-A,2025-11-11 01:41:00-05:00,1
2025-11-11 06:42:00+00:00,SELL,MEC-A,2025-11-11 01:42:00-05:00,1
2025-11-11 06:45:00+00:00,SELL,MEC-A,2025-11-11 01:45:00-05:00,1
2025-11-11 06:48:00+00:00,SELL,MEC-A,2025-11-11 01:48:00-05:00,1
2025-11-11 06:49:00+00:00,SELL,MEC-A,2025-11-11 01:49:00-05:00,1
2025-11-11 07:04:00+00:00,SELL,MEC-A,2025-11-11 02:04:00-05:00,2
2025-11-11 07:37:00+00:00,SELL,MEC-A,2025-11-11 02:37:00-05:00,2
2025-11-11 07:51:00+00:00,SELL,MEC-A,2025-11-11 02:51:00-05:00,2
2025-11-11 08:02:00+00:00,BUY,MEC-A,2025-11-11 03:02:00-05:00,3
2025-11-11 08:04:00+00:00,BUY,MEC-A,2025-11-11 03:04:00-05:00,3
2025-11-11 08:08:00+00:00,BUY,MEC-A,2025-11-11 03:08:00-05:00,3
2025-11-11 08:10:00+00:00,BUY,MEC-A,2025-11-11 03:10:00-05:00,3
2025-11-11 08:11:00+00:00,BUY,MEC-A,2025-11-11 03:11:00-05:00,3
2025-11-11 08:13:00+00:00,BUY,MEC-A,2025-11-11 03:13:00-05:00,3
2025-11-11 08:15:00+00:00,BUY,MEC-A,2025-11-11 03:15:00-05:00,3
2025-11-11 08:32:00+00:00,SELL,MEC-A,2025-11-11 03:32:00-05:00,3
2025-11-11 08:35:00+00:00,SELL,MEC-A,2025-11-11 03:35:00-05:00,3
2025-11-11 08:37:00+00:00,SELL,MEC-A,2025-11-11 03:37:00-05:00,3
2025-11-11 08:42:00+00:00,SELL,MEC-A,2025-11-11 03:42:00-05:00,3
2025-11-11 08:49:00+00:00,BUY,MEC-A,2025-11-11 03:49:00-05:00,3
2025-11-11 08:50:00+00:00,BUY,MEC-A,2025-11-11 03:50:00-05:00,3
2025-11-11 08:53:00+00:00,BUY,MEC-A,2025-11-11 03:53:00-05:00,3
2025-11-11 08:54:00+00:00,BUY,MEC-A,2025-11-11 03:54:00-05:00,3
2025-11-11 09:02:00+00:00,BUY,MEC-A,2025-11-11 04:02:00-05:00,4
2025-11-11 09:04:00+00:00,BUY,MEC-A,2025-11-11 04:04:00-05:00,4
2025-11-11 09:08:00+00:00,BUY,MEC-A,2025-11-11 04:08:00-05:00,4
2025-11-11 09:09:00+00:00,BUY,MEC-A,2025-11-11 04:09:00-05:00,4
2025-11-11 09:10:00+00:00,BUY,MEC-A,2025-11-11 04:10:00-05:00,4
2025-11-11 09:14:00+00:00,BUY,MEC-A,2025-11-11 04:14:00-05:00,4
2025-11-11 09:17:00+00:00,BUY,MEC-A,2025-11-11 04:17:00-05:00,4
2025-11-11 09:28:00+00:00,BUY,MEC-A,2025-11-11 04:28:00-05:00,4
2025-11-11 09:33:00+00:00,BUY,MEC-A,2025-11-11 04:33:00-05:00,4
2025-11-11 09:48:00+00:00,BUY,MEC-A,2025-11-11 04:48:00-05:00,4
2025-11-11 09:59:00+00:00,SELL,MEC-A,2025-11-11 04:59:00-05:00,4
2025-11-11 10:01:00+00:00,SELL,MEC-A,2025-11-11 05:01:00-05:00,5
2025-11-11 10:02:00+00:00,SELL,MEC-A,2025-11-11 05:02:00-05:00,5
2025-11-11 10:03:00+00:00,SELL,MEC-A,2025-11-11 05:03:00-05:00,5
2025-11-11 10:08:00+00:00,SELL,MEC-A,2025-11-11 05:08:00-05:00,5
2025-11-11 10:20:00+00:00,SELL,MEC-A,2025-11-11 05:20:00-05:00,5
2025-11-11 10:28:00+00:00,SELL,MEC-A,2025-11-11 05:28:00-05:00,5
2025-11-11 10:29:00+00:00,SELL,MEC-A,2025-11-11 05:29:00-05:00,5
2025-11-11 10:30:00+00:00,SELL,MEC-A,2025-11-11 05:30:00-05:00,5
2025-11-11 10:31:00+00:00,SELL,MEC-A,2025-11-11 05:31:00-05:00,5
2025-11-11 10:50:00+00:00,BUY,MEC-A,2025-11-11 05:50:00-05:00,5
2025-11-11 10:56:00+00:00,BUY,MEC-A,2025-11-11 05:56:00-05:00,5
2025-11-11 11:00:00+00:00,BUY,MEC-A,2025-11-11 06:00:00-05:00,6
2025-11-11 11:03:00+00:00,BUY,MEC-A,2025-11-11 06:03:00-05:00,6
2025-11-11 11:04:00+00:00,BUY,MEC-A,2025-11-11 06:04:00-05:00,6
2025-11-11 11:05:00+00:00,BUY,MEC-A,2025-11-11 06:05:00-05:00,6
2025-11-11 11:10:00+00:00,BUY,MEC-A,2025-11-11 06:10:00-05:00,6
2025-11-11 11:20:00+00:00,SELL,MEC-A,2025-11-11 06:20:00-05:00,6
2025-11-11 11:25:00+00:00,BUY,MEC-A,2025-11-11 06:25:00-05:00,6
2025-11-11 11:26:00+00:00,BUY,MEC-A,2025-11-11 06:26:00-05:00,6
2025-11-11 11:31:00+00:00,BUY,MEC-A,2025-11-11 06:31:00-05:00,6
2025-11-11 11:33:00+00:00,SELL,MEC-A,2025-11-11 06:33:00-05:00,6
2025-11-11 11:36:00+00:00,SELL,MEC-A,2025-11-11 06:36:00-05:00,6
2025-11-11 11:46:00+00:00,BUY,MEC-A,2025-11-11 06:46:00-05:00,6
2025-11-11 11:53:00+00:00,BUY,MEC-A,2025-11-11 06:53:00-05:00,6
2025-11-11 15:06:00+00:00,SELL,MEC-A,2025-11-11 10:06:00-05:00,10
2025-11-11 15:11:00+00:00,SELL,MEC-A,2025-11-11 10:11:00-05:00,10
2025-11-11 15:13:00+00:00,SELL,MEC-A,2025-11-11 10:13:00-05:00,10
2025-11-11 15:15:00+00:00,SELL,MEC-A,2025-11-11 10:15:00-05:00,10
2025-11-11 15:16:00+00:00,SELL,MEC-A,2025-11-11 10:16:00-05:00,10
2025-11-11 15:18:00+00:00,SELL,MEC-A,2025-11-11 10:18:00-05:00,10
2025-11-11 15:19:00+00:00,SELL,MEC-A,2025-11-11 10:19:00-05:00,10
2025-11-11 15:20:00+00:00,SELL,MEC-A,2025-11-11 10:20:00-05:00,10
2025-11-11 15:21:00+00:00,SELL,MEC-A,2025-11-11 10:21:00-05:00,10
2025-11-11 15:22:00+00:00,SELL,MEC-A,2025-11-11 10:22:00-05:00,10
2025-11-11 15:27:00+00:00,SELL,MEC-A,2025-11-11 10:27:00-05:00,10
2025-11-11 15:28:00+00:00,SELL,MEC-A,2025-11-11 10:28:00-05:00,10
2025-11-11 15:32:00+00:00,SELL,MEC-A,2025-11-11 10:32:00-05:00,10
2025-11-11 15:40:00+00:00,SELL,MEC-A,2025-11-11 10:40:00-05:00,10
2025-11-11 15:45:00+00:00,BUY,MEC-A,2025-11-11 10:45:00-05:00,10
2025-11-11 15:47:00+00:00,BUY,MEC-A,2025-11-11 10:47:00-05:00,10
2025-11-11 15:48:00+00:00,BUY,MEC-A,2025-11-11 10:48:00-05:00,10
2025-11-11 15:51:00+00:00,BUY,MEC-A,2025-11-11 10:51:00-05:00,10
2025-11-11 15:57:00+00:00,BUY,MEC-A,2025-11-11 10:57:00-05:00,10
2025-11-11 16:02:00+00:00,BUY,MEC-A,2025-11-11 11:02:00-05:00,11
2025-11-11 16:04:00+00:00,BUY,MEC-A,2025-11-11 11:04:00-05:00,11
2025-11-11 16:07:00+00:00,BUY,MEC-A,2025-11-11 11:07:00-05:00,11
2025-11-11 16:10:00+00:00,BUY,MEC-A,2025-11-11 11:10:00-05:00,11
2025-11-11 16:12:00+00:00,BUY,MEC-A,2025-11-11 11:12:00-05:00,11
2025-11-11 16:14:00+00:00,BUY,MEC-A,2025-11-11 11:14:00-05:00,11
2025-11-11 16:15:00+00:00,BUY,MEC-A,2025-11-11 11:15:00-05:00,11
2025-11-11 16:21:00+00:00,BUY,MEC-A,2025-11-11 11:21:00-05:00,11
2025-11-11 16:30:00+00:00,SELL,MEC-A,2025-11-11 11:30:00-05:00,11
2025-11-11 17:06:00+00:00,BUY,MEC-A,2025-11-11 12:06:00-05:00,12
2025-11-11 17:12:00+00:00,BUY,MEC-A,2025-11-11 12:12:00-05:00,12
2025-11-11 17:32:00+00:00,SELL,MEC-A,2025-11-11 12:32:00-05:00,12
2025-11-11 17:34:00+00:00,SELL,MEC-A,2025-11-11 12:34:00-05:00,12
2025-11-11 17:52:00+00:00,BUY,MEC-A,2025-11-11 12:52:00-05:00,12
2025-11-11 18:01:00+00:00,BUY,MEC-A,2025-11-11 13:01:00-05:00,13
2025-11-11 18:11:00+00:00,SELL,MEC-A,2025-11-11 13:11:00-05:00,13
2025-11-11 18:14:00+00:00,SELL,MEC-A,2025-11-11 13:14:00-05:00,13
2025-11-11 18:22:00+00:00,SELL,MEC-A,2025-11-11 13:22:00-05:00,13
2025-11-11 18:25:00+00:00,SELL,MEC-A,2025-11-11 13:25:00-05:00,13
2025-11-11 18:27:00+00:00,SELL,MEC-A,2025-11-11 13:27:00-05:00,13
2025-11-11 18:29:00+00:00,SELL,MEC-A,2025-11-11 13:29:00-05:00,13
2025-11-11 18:32:00+00:00,SELL,MEC-A,2025-11-11 13:32:00-05:00,13
2025-11-11 18:35:00+00:00,SELL,MEC-A,2025-11-11 13:35:00-05:00,13
2025-11-11 18:42:00+00:00,SELL,MEC-A,2025-11-11 13:42:00-05:00,13
2025-11-11 18:46:00+00:00,BUY,MEC-A,2025-11-11 13:46:00-05:00,13
2025-11-11 18:49:00+00:00,BUY,MEC-A,2025-11-11 13:49:00-05:00,13
2025-11-11 18:51:00+00:00,BUY,MEC-A,2025-11-11 13:51:00-05:00,13
2025-11-11 18:53:00+00:00,BUY,MEC-A,2025-11-11 13:53:00-05:00,13
2025-11-11 18:57:00+00:00,BUY,MEC-A,2025-11-11 13:57:00-05:00,13
2025-11-11 19:02:00+00:00,BUY,MEC-A,2025-11-11 14:02:00-05:00,14
2025-11-11 19:04:00+00:00,BUY,MEC-A,2025-11-11 14:04:00-05:00,14
2025-11-11 19:13:00+00:00,BUY,MEC-A,2025-11-11 14:13:00-05:00,14
2025-11-11 19:14:00+00:00,BUY,MEC-A,2025-11-11 14:14:00-05:00,14
2025-11-11 19:16:00+00:00,BUY,MEC-A,2025-11-11 14:16:00-05:00,14
2025-11-11 19:17:00+00:00,BUY,MEC-A,2025-11-11 14:17:00-05:00,14
2025-11-11 19:22:00+00:00,BUY,MEC-A,2025-11-11 14:22:00-05:00,14
2025-11-11 19:24:00+00:00,BUY,MEC-A,2025-11-11 14:24:00-05:00,14
2025-11-11 19:29:00+00:00,BUY,MEC-A,2025-11-11 14:29:00-05:00,14
2025-11-11 19:30:00+00:00,BUY,MEC-A,2025-11-11 14:30:00-05:00,14
2025-11-11 19:31:00+00:00,BUY,MEC-A,2025-11-11 14:31:00-05:00,14
2025-11-11 19:40:00+00:00,BUY,MEC-A,2025-11-11 14:40:00-05:00,14
2025-11-11 19:43:00+00:00,BUY,MEC-A,2025-11-11 14:43:00-05:00,14
2025-11-11 19:44:00+00:00,BUY,MEC-A,2025-11-11 14:44:00-05:00,14
2025-11-11 19:46:00+00:00,BUY,MEC-A,2025-11-11 14:46:00-05:00,14
2025-11-11 19:47:00+00:00,BUY,MEC-A,2025-11-11 14:47:00-05:00,14
2025-11-11 19:53:00+00:00,BUY,MEC-A,2025-11-11 14:53:00-05:00,14
2025-11-11 19:59:00+00:00,BUY,MEC-A,2025-11-11 14:59:00-05:00,14
2025-11-11 20:01:00+00:00,BUY,MEC-A,2025-11-11 15:01:00-05:00,15
2025-11-11 20:04:00+00:00,BUY,MEC-A,2025-11-11 15:04:00-05:00,15
2025-11-11 20:05:00+00:00,BUY,MEC-A,2025-11-11 15:05:00-05:00,15
2025-11-11 20:06:00+00:00,BUY,MEC-A,2025-11-11 15:06:00-05:00,15
2025-11-11 20:07:00+00:00,BUY,MEC-A,2025-11-11 15:07:00-05:00,15
2025-11-11 20:08:00+00:00,BUY,MEC-A,2025-11-11 15:08:00-05:00,15
2025-11-11 20:10:00+00:00,BUY,MEC-A,2025-11-11 15:10:00-05:00,15
2025-11-11 20:11:00+00:00,BUY,MEC-A,2025-11-11 15:11:00-05:00,15
2025-11-11 20:12:00+00:00,BUY,MEC-A,2025-11-11 15:12:00-05:00,15
2025-11-11 20:14:00+00:00,BUY,MEC-A,2025-11-11 15:14:00-05:00,15
2025-11-11 20:17:00+00:00,BUY,MEC-A,2025-11-11 15:17:00-05:00,15
2025-11-11 20:23:00+00:00,BUY,MEC-A,2025-11-11 15:23:00-05:00,15
2025-11-11 20:25:00+00:00,BUY,MEC-A,2025-11-11 15:25:00-05:00,15
2025-11-11 20:28:00+00:00,SELL,MEC-A,2025-11-11 15:28:00-05:00,15
2025-11-11 20:32:00+00:00,SELL,MEC-A,2025-11-11 15:32:00-05:00,15
2025-11-11 20:36:00+00:00,BUY,MEC-A,2025-11-11 15:36:00-05:00,15
2025-11-11 20:37:00+00:00,BUY,MEC-A,2025-11-11 15:37:00-05:00,15
2025-11-11 20:48:00+00:00,BUY,MEC-A,2025-11-11 15:48:00-05:00,15
2025-11-11 20:51:00+00:00,BUY,MEC-A,2025-11-11 15:51:00-05:00,15
2025-11-11 20:52:00+00:00,BUY,MEC-A,2025-11-11 15:52:00-05:00,15
2025-11-11 20:54:00+00:00,BUY,MEC-A,2025-11-11 15:54:00-05:00,15
2025-11-11 20:56:00+00:00,BUY,MEC-A,2025-11-11 15:56:00-05:00,15
2025-11-11 21:15:00+00:00,BUY,MEC-A,2025-11-11 16:15:00-05:00,16
2025-11-11 21:18:00+00:00,BUY,MEC-A,2025-11-11 16:18:00-05:00,16
2025-11-11 21:24:00+00:00,SELL,MEC-A,2025-11-11 16:24:00-05:00,16
2025-11-11 21:25:00+00:00,SELL,MEC-A,2025-11-11 16:25:00-05:00,16
2025-11-11 21:29:00+00:00,SELL,MEC-A,2025-11-11 16:29:00-05:00,16
2025-11-11 21:31:00+00:00,SELL,MEC-A,2025-11-11 16:31:00-05:00,16
2025-11-11 21:32:00+00:00,SELL,MEC-A,2025-11-11 16:32:00-05:00,16
2025-11-11 21:36:00+00:00,SELL,MEC-A,2025-11-11 16:36:00-05:00,16
2025-11-11 21:37:00+00:00,SELL,MEC-A,2025-11-11 16:37:00-05:00,16
2025-11-11 21:38:00+00:00,SELL,MEC-A,2025-11-11 16:38:00-05:00,16
2025-11-11 21:40:00+00:00,SELL,MEC-A,2025-11-11 16:40:00-05:00,16
2025-11-11 21:45:00+00:00,SELL,MEC-A,2025-11-11 16:45:00-05:00,16
2025-11-11 21:46:00+00:00,SELL,MEC-A,2025-11-11 16:46:00-05:00,16
2025-11-11 23:00:00+00:00,BUY,MEC-A,2025-11-11 18:00:00-05:00,18
2025-11-11 23:01:00+00:00,BUY,MEC-A,2025-11-11 18:01:00-05:00,18
2025-11-11 23:10:00+00:00,BUY,MEC-A,2025-11-11 18:10:00-05:00,18
2025-11-11 23:11:00+00:00,BUY,MEC-A,2025-11-11 18:11:00-05:00,18
2025-11-11 23:12:00+00:00,BUY,MEC-A,2025-11-11 18:12:00-05:00,18
2025-11-11 23:14:00+00:00,BUY,MEC-A,2025-11-11 18:14:00-05:00,18
2025-11-11 23:15:00+00:00,BUY,MEC-A,2025-11-11 18:15:00-05:00,18
2025-11-11 23:16:00+00:00,BUY,MEC-A,2025-11-11 18:16:00-05:00,18
2025-11-11 23:18:00+00:00,BUY,MEC-A,2025-11-11 18:18:00-05:00,18
2025-11-11 23:20:00+00:00,BUY,MEC-A,2025-11-11 18:20:00-05:00,18
2025-11-11 23:24:00+00:00,BUY,MEC-A,2025-11-11 18:24:00-05:00,18
2025-11-11 23:25:00+00:00,BUY,MEC-A,2025-11-11 18:25:00-05:00,18
2025-11-11 23:32:00+00:00,BUY,MEC-A,2025-11-11 18:32:00-05:00,18
2025-11-11 23:35:00+00:00,BUY,MEC-A,2025-11-11 18:35:00-05:00,18
2025-11-11 23:39:00+00:00,BUY,MEC-A,2025-11-11 18:39:00-05:00,18
2025-11-11 23:40:00+00:00,BUY,MEC-A,2025-11-11 18:40:00-05:00,18
2025-11-11 23:42:00+00:00,BUY,MEC-A,2025-11-11 18:42:00-05:00,18
2025-11-11 23:46:00+00:00,BUY,MEC-A,2025-11-11 18:46:00-05:00,18
2025-11-11 23:49:00+00:00,BUY,MEC-A,2025-11-11 18:49:00-05:00,18
2025-11-11 23:50:00+00:00,BUY,MEC-A,2025-11-11 18:50:00-05:00,18
2025-11-12 00:00:00+00:00,SELL,MEC-A,2025-11-11 19:00:00-05:00,19
2025-11-12 00:05:00+00:00,BUY,MEC-A,2025-11-11 19:05:00-05:00,19
2025-11-12 00:17:00+00:00,SELL,MEC-A,2025-11-11 19:17:00-05:00,19
2025-11-12 00:22:00+00:00,SELL,MEC-A,2025-11-11 19:22:00-05:00,19
2025-11-12 00:25:00+00:00,SELL,MEC-A,2025-11-11 19:25:00-05:00,19
2025-11-12 00:35:00+00:00,BUY,MEC-A,2025-11-11 19:35:00-05:00,19
2025-11-12 00:46:00+00:00,SELL,MEC-A,2025-11-11 19:46:00-05:00,19
2025-11-12 00:47:00+00:00,SELL,MEC-A,2025-11-11 19:47:00-05:00,19
2025-11-12 00:49:00+00:00,SELL,MEC-A,2025-11-11 19:49:00-05:00,19
2025-11-12 00:50:00+00:00,SELL,MEC-A,2025-11-11 19:50:00-05:00,19
2025-11-12 00:51:00+00:00,SELL,MEC-A,2025-11-11 19:51:00-05:00,19
2025-11-12 00:57:00+00:00,SELL,MEC-A,2025-11-11 19:57:00-05:00,19
2025-11-12 00:58:00+00:00,SELL,MEC-A,2025-11-11 19:58:00-05:00,19
2025-11-12 01:08:00+00:00,SELL,MEC-A,2025-11-11 20:08:00-05:00,20
2025-11-12 01:10:00+00:00,SELL,MEC-A,2025-11-11 20:10:00-05:00,20
2025-11-12 01:15:00+00:00,SELL,MEC-A,2025-11-11 20:15:00-05:00,20
2025-11-12 01:17:00+00:00,SELL,MEC-A,2025-11-11 20:17:00-05:00,20
2025-11-12 01:25:00+00:00,SELL,MEC-A,2025-11-11 20:25:00-05:00,20
2025-11-12 01:31:00+00:00,SELL,MEC-A,2025-11-11 20:31:00-05:00,20
2025-11-12 01:34:00+00:00,SELL,MEC-A,2025-11-11 20:34:00-05:00,20
2025-11-12 01:37:00+00:00,SELL,MEC-A,2025-11-11 20:37:00-05:00,20
2025-11-12 01:38:00+00:00,SELL,MEC-A,2025-11-11 20:38:00-05:00,20
2025-11-12 01:44:00+00:00,BUY,MEC-A,2025-11-11 20:44:00-05:00,20
2025-11-12 01:48:00+00:00,BUY,MEC-A,2025-11-11 20:48:00-05:00,20
2025-11-12 01:52:00+00:00,BUY,MEC-A,2025-11-11 20:52:00-05:00,20
2025-11-12 01:57:00+00:00,SELL,MEC-A,2025-11-11 20:57:00-05:00,20
2025-11-12 01:58:00+00:00,SELL,MEC-A,2025-11-11 20:58:00-05:00,20
2025-11-12 02:28:00+00:00,SELL,MEC-A,2025-11-11 21:28:00-05:00,21
2025-11-12 02:30:00+00:00,SELL,MEC-A,2025-11-11 21:30:00-05:00,21
2025-11-12 02:33:00+00:00,SELL,MEC-A,2025-11-11 21:33:00-05:00,21
2025-11-12 02:35:00+00:00,SELL,MEC-A,2025-11-11 21:35:00-05:00,21
2025-11-12 02:40:00+00:00,SELL,MEC-A,2025-11-11 21:40:00-05:00,21
2025-11-12 02:41:00+00:00,SELL,MEC-A,2025-11-11 21:41:00-05:00,21
2025-11-12 02:46:00+00:00,SELL,MEC-A,2025-11-11 21:46:00-05:00,21
2025-11-12 02:50:00+00:00,SELL,MEC-A,2025-11-11 21:50:00-05:00,21
2025-11-12 02:51:00+00:00,SELL,MEC-A,2025-11-11 21:51:00-05:00,21
2025-11-12 02:54:00+00:00,SELL,MEC-A,2025-11-11 21:54:00-05:00,21
2025-11-12 03:04:00+00:00,SELL,MEC-A,2025-11-11 22:04:00-05:00,22
2025-11-12 03:05:00+00:00,SELL,MEC-A,2025-11-11 22:05:00-05:00,22
2025-11-12 03:28:00+00:00,SELL,MEC-A,2025-11-11 22:28:00-05:00,22
2025-11-12 03:29:00+00:00,SELL,MEC-A,2025-11-11 22:29:00-05:00,22
2025-11-12 03:30:00+00:00,SELL,MEC-A,2025-11-11 22:30:00-05:00,22
2025-11-12 03:38:00+00:00,SELL,MEC-A,2025-11-11 22:38:00-05:00,22
2025-11-12 03:39:00+00:00,SELL,MEC-A,2025-11-11 22:39:00-05:00,22
2025-11-12 03:46:00+00:00,SELL,MEC-A,2025-11-11 22:46:00-05:00,22
