t,direccion,modelo,t_ny,hora_ny
2025-11-17 18:47:00+00:00,BUY,MEC-A,2025-11-17 13:47:00-05:00,13
2025-11-17 18:51:00+00:00,SELL,MEC-A,2025-11-17 13:51:00-05:00,13
2025-11-17 18:52:00+00:00,SELL,MEC-A,2025-11-17 13:52:00-05:00,13
2025-11-17 18:54:00+00:00,SELL,MEC-A,2025-11-17 13:54:00-05:00,13
2025-11-17 18:58:00+00:00,SELL,MEC-A,2025-11-17 13:58:00-05:00,13
2025-11-17 18:59:00+00:00,SELL,MEC-A,2025-11-17 13:59:00-05:00,13
2025-11-17 19:01:00+00:00,SELL,MEC-A,2025-11-17 14:01:00-05:00,14
2025-11-17 19:02:00+00:00,SELL,MEC-A,2025-11-17 14:02:00-05:00,14
2025-11-17 19:03:00+00:00,SELL,MEC-A,2025-11-17 14:03:00-05:00,14
2025-11-17 19:06:00+00:00,SELL,MEC-A,2025-11-17 14:06:00-05:00,14
2025-11-17 19:15:00+00:00,BUY,MEC-A,2025-11-17 14:15:00-05:00,14
2025-11-17 19:17:00+00:00,BUY,MEC-A,2025-11-17 14:17:00-05:00,14
2025-11-17 19:26:00+00:00,SELL,MEC-A,2025-11-17 14:26:00-05:00,14
2025-11-17 19:27:00+00:00,SELL,MEC-A,2025-11-17 14:27:00-05:00,14
2025-11-17 19:28:00+00:00,SELL,MEC-A,2025-11-17 14:28:00-05:00,14
2025-11-17 19:31:00+00:00,SELL,MEC-A,2025-11-17 14:31:00-05:00,14
2025-11-17 19:32:00+00:00,SELL,MEC-A,2025-11-17 14:32:00-05:00,14
2025-11-17 19:33:00+00:00,SELL,MEC-A,2025-11-17 14:33:00-05:00,14
2025-11-17 19:34:00+00:00,SELL,MEC-A,2025-11-17 14:34:00-05:00,14
2025-11-17 19:37:00+00:00,SELL,MEC-A,2025-11-17 14:37:00-05:00,14
2025-11-17 19:39:00+00:00,SELL,MEC-A,2025-11-17 14:39:00-05:00,14
2025-11-17 19:41:00+00:00,SELL,MEC-A,2025-11-17 14:41:00-05:00,14
2025-11-17 19:42:00+00:00,SELL,MEC-A,2025-11-17 14:42:00-05:00,14
2025-11-17 19:52:00+00:00,SELL,MEC-A,2025-11-17 14:52:00-05:00,14
2025-11-17 19:55:00+00:00,SELL,MEC-A,2025-11-17 14:55:00-05:00,14
2025-11-17 19:56:00+00:00,SELL,MEC-A,2025-11-17 14:56:00-05:00,14
2025-11-17 20:01:00+00:00,SELL,MEC-A,2025-11-17 15:01:00-05:00,15
2025-11-17 20:17:00+00:00,BUY,MEC-A,2025-11-17 15:17:00-05:00,15
2025-11-17 20:23:00+00:00,BUY,MEC-A,2025-11-17 15:23:00-05:00,15
2025-11-17 20:26:00+00:00,BUY,MEC-A,2025-11-17 15:26:00-05:00,15
2025-11-17 20:35:00+00:00,BUY,MEC-A,2025-11-17 15:35:00-05:00,15
2025-11-17 20:36:00+00:00,BUY,MEC-A,2025-11-17 15:36:00-05:00,15
2025-11-17 20:46:00+00:00,BUY,MEC-A,2025-11-17 15:46:00-05:00,15
2025-11-17 20:50:00+00:00,BUY,MEC-A,2025-11-17 15:50:00-05:00,15
2025-11-17 20:54:00+00:00,BUY,MEC-A,2025-11-17 15:54:00-05:00,15
2025-11-17 20:56:00+00:00,BUY,MEC-A,2025-11-17 15:56:00-05:00,15
2025-11-17 21:01:00+00:00,BUY,MEC-A,2025-11-17 16:01:00-05:00,16
2025-11-17 21:02:00+00:00,BUY,MEC-A,2025-11-17 16:02:00-05:00,16
2025-11-17 21:06:00+00:00,BUY,MEC-A,2025-11-17 16:06:00-05:00,16
2025-11-17 21:08:00+00:00,BUY,MEC-A,2025-11-17 16:08:00-05:00,16
2025-11-17 21:09:00+00:00,BUY,MEC-A,2025-11-17 16:09:00-05:00,16
2025-11-17 21:13:00+00:00,BUY,MEC-A,2025-11-17 16:13:00-05:00,16
2025-11-17 21:15:00+00:00,BUY,MEC-A,2025-11-17 16:15:00-05:00,16
2025-11-17 21:22:00+00:00,BUY,MEC-A,2025-11-17 16:22:00-05:00,16
2025-11-17 21:32:00+00:00,BUY,MEC-A,2025-11-17 16:32:00-05:00,16
2025-11-17 21:46:00+00:00,BUY,MEC-A,2025-11-17 16:46:00-05:00,16
2025-11-17 21:48:00+00:00,BUY,MEC-A,2025-11-17 16:48:00-05:00,16
2025-11-17 21:54:00+00:00,BUY,MEC-A,2025-11-17 16:54:00-05:00,16
2025-11-17 21:55:00+00:00,BUY,MEC-A,2025-11-17 16:55:00-05:00,16
2025-11-17 23:00:00+00:00,BUY,MEC-A,2025-11-17 18:00:00-05:00,18
2025-11-17 23:01:00+00:00,BUY,MEC-A,2025-11-17 18:01:00-05:00,18
2025-11-17 23:05:00+00:00,BUY,MEC-A,2025-11-17 18:05:00-05:00,18
2025-11-17 23:11:00+00:00,BUY,MEC-A,2025-11-17 18:11:00-05:00,18
2025-11-17 23:12:00+00:00,BUY,MEC-A,2025-11-17 18:12:00-05:00,18
2025-11-17 23:14:00+00:00,BUY,MEC-A,2025-11-17 18:14:00-05:00,18
2025-11-17 23:15:00+00:00,BUY,MEC-A,2025-11-17 18:15:00-05:00,18
2025-11-17 23:16:00+00:00,BUY,MEC-A,2025-11-17 18:16:00-05:00,18
2025-11-17 23:21:00+00:00,BUY,MEC-A,2025-11-17 18:21:00-05:00,18
2025-11-17 23:26:00+00:00,BUY,MEC-A,2025-11-17 18:26:00-05:00,18
2025-11-17 23:30:00+00:00,SELL,MEC-A,2025-11-17 18:30:00-05:00,18
2025-11-17 23:31:00+00:00,SELL,MEC-A,2025-11-17 18:31:00-05:00,18
2025-11-17 23:34:00+00:00,SELL,MEC-A,2025-11-17 18:34:00-05:00,18
2025-11-17 23:35:00+00:00,SELL,MEC-A,2025-11-17 18:35:00-05:00,18
2025-11-17 23:38:00+00:00,SELL,MEC-A,2025-11-17 18:38:00-05:00,18
2025-11-17 23:43:00+00:00,SELL,MEC-A,2025-11-17 18:43:00-05:00,18
2025-11-17 23:46:00+00:00,SELL,MEC-A,2025-11-17 18:46:00-05:00,18
2025-11-17 23:49:00+00:00,SELL,MEC-A,2025-11-17 18:49:00-05:00,18
2025-11-17 23:54:00+00:00,SELL,MEC-A,2025-11-17 18:54:00-05:00,18
2025-11-17 23:57:00+00:00,SELL,MEC-A,2025-11-17 18:57:00-05:00,18
2025-11-18 00:01:00+00:00,SELL,MEC-A,2025-11-17 19:01:00-05:00,19
2025-11-18 00:09:00+00:00,BUY,MER,2025-11-17 19:09:00-05:00,19
2025-11-18 00:12:00+00:00,BUY,MEC-A,2025-11-17 19:12:00-05:00,19
2025-11-18 00:27:00+00:00,SELL,MEC-A,2025-11-17 19:27:00-05:00,19
2025-11-18 00:29:00+00:00,SELL,MEC-A,2025-11-17 19:29:00-05:00,19
2025-11-18 00:32:00+00:00,SELL,MEC-A,2025-11-17 19:32:00-05:00,19
2025-11-18 00:37:00+00:00,BUY,MEC-A,2025-11-17 19:37:00-05:00,19
2025-11-18 00:39:00+00:00,BUY,MEC-A,2025-11-17 19:39:00-05:00,19
2025-11-18 00:43:00+00:00,BUY,MEC-A,2025-11-17 19:43:00-05:00,19
2025-11-18 00:46:00+00:00,BUY,MEC-A,2025-11-17 19:46:00-05:00,19
2025-11-18 00:54:00+00:00,SELL,MEC-A,2025-11-17 19:54:00-05:00,19
2025-11-18 00:59:00+00:00,BUY,MEC-A,2025-11-17 19:59:00-05:00,19
2025-11-18 01:04:00+00:00,BUY,MEC-A,2025-11-17 20:04:00-05:00,20
2025-11-18 01:08:00+00:00,SELL,MEC-A,2025-11-17 20:08:00-05:00,20
2025-11-18 01:34:00+00:00,SELL,MEC-A,2025-11-17 20:34:00-05:00,20
2025-11-18 01:37:00+00:00,SELL,MEC-A,2025-11-17 20:37:00-05:00,20
2025-11-18 01:41:00+00:00,SELL,MEC-A,2025-11-17 20:41:00-05:00,20
2025-11-18 01:42:00+00:00,SELL,MEC-A,2025-11-17 20:42:00-05:00,20
2025-11-18 01:47:00+00:00,SELL,MEC-A,2025-11-17 20:47:00-05:00,20
2025-11-18 01:50:00+00:00,SELL,MEC-A,2025-11-17 20:50:00-05:00,20
2025-11-18 01:51:00+00:00,SELL,MEC-A,2025-11-17 20:51:00-05:00,20
2025-11-18 01:55:00+00:00,SELL,MEC-A,2025-11-17 20:55:00-05:00,20
2025-11-18 02:00:00+00:00,SELL,MEC-A,2025-11-17 21:00:00-05:00,21
2025-11-18 02:06:00+00:00,BUY,MEC-A,2025-11-17 21:06:00-05:00,21
2025-11-18 02:07:00+00:00,BUY,MEC-A,2025-11-17 21:07:00-05:00,21
2025-11-18 02:08:00+00:00,BUY,MEC-A,2025-11-17 21:08:00-05:00,21
2025-11-18 02:13:00+00:00,BUY,MEC-A,2025-11-17 21:13:00-05:00,21
2025-11-18 02:22:00+00:00,SELL,MEC-A,2025-11-17 21:22:00-05:00,21
2025-11-18 02:25:00+00:00,SELL,MEC-A,2025-11-17 21:25:00-05:00,21
2025-11-18 02:28:00+00:00,SELL,MEC-A,2025-11-17 21:28:00-05:00,21
2025-11-18 02:34:00+00:00,BUY,MEC-A,2025-11-17 21:34:00-05:00,21
2025-11-18 02:39:00+00:00,BUY,MEC-A,2025-11-17 21:39:00-05:00,21
2025-11-18 02:40:00+00:00,BUY,MEC-A,2025-11-17 21:40:00-05:00,21
2025-11-18 02:42:00+00:00,SELL,MEC-A,2025-11-17 21:42:00-05:00,21
2025-11-18 02:43:00+00:00,SELL,MEC-A,2025-11-17 21:43:00-05:00,21
2025-11-18 02:45:00+00:00,SELL,MEC-A,2025-11-17 21:45:00-05:00,21
2025-11-18 02:48:00+00:00,SELL,MEC-A,2025-11-17 21:48:00-05:00,21
2025-11-18 02:50:00+00:00,SELL,MEC-A,2025-11-17 21:50:00-05:00,21
2025-11-18 02:52:00+00:00,SELL,MEC-A,2025-11-17 21:52:00-05:00,21
2025-11-18 02:53:00+00:00,SELL,MEC-A,2025-11-17 21:53:00-05:00,21
2025-11-18 02:56:00+00:00,SELL,MEC-A,2025-11-17 21:56:00-05:00,21
2025-11-18 02:57:00+00:00,SELL,MEC-A,2025-11-17 21:57:00-05:00,21
2025-11-18 03:00:00+00:00,SELL,MEC-A,2025-11-17 22:00:00-05:00,22
2025-11-18 03:06:00+00:00,SELL,MEC-A,2025-11-17 22:06:00-05:00,22
2025-11-18 03:09:00+00:00,SELL,MEC-A,2025-11-17 22:09:00-05:00,22
2025-11-18 03:10:00+00:00,SELL,MEC-A,2025-11-17 22:10:00-05:00,22
2025-11-18 03:12:00+00:00,SELL,MEC-A,2025-11-17 22:12:00-05:00,22
2025-11-18 03:17:00+00:00,SELL,MEC-A,2025-11-17 22:17:00-05:00,22
2025-11-18 03:19:00+00:00,SELL,MEC-A,2025-11-17 22:19:00-05:00,22
2025-11-18 03:27:00+00:00,BUY,MEC-A,2025-11-17 22:27:00-05:00,22
2025-11-18 03:30:00+00:00,BUY,MEC-A,2025-11-17 22:30:00-05:00,22
2025-11-18 03:33:00+00:00,BUY,MEC-A,2025-11-17 22:33:00-05:00,22
2025-11-18 03:34:00+00:00,BUY,MEC-A,2025-11-17 22:34:00-05:00,22
2025-11-18 03:36:00+00:00,BUY,MEC-A,2025-11-17 22:36:00-05:00,22
2025-11-18 03:38:00+00:00,BUY,MEC-A,2025-11-17 22:38:00-05:00,22
2025-11-18 03:39:00+00:00,BUY,MEC-A,2025-11-17 22:39:00-05:00,22
2025-11-18 03:40:00+00:00,BUY,MEC-A,2025-11-17 22:40:00-05:00,22
2025-11-18 03:43:00+00:00,BUY,MEC-A,2025-11-17 22:43:00-05:00,22
2025-11-18 03:46:00+00:00,SELL,MEC-A,2025-11-17 22:46:00-05:00,22
2025-11-18 03:48:00+00:00,SELL,MEC-A,2025-11-17 22:48:00-05:00,22
2025-11-18 03:52:00+00:00,SELL,MEC-A,2025-11-17 22:52:00-05:00,22
2025-11-18 03:54:00+00:00,SELL,MEC-A,2025-11-17 22:54:00-05:00,22
2025-11-18 03:57:00+00:00,SELL,MEC-A,2025-11-17 22:57:00-05:00,22
2025-11-18 03:58:00+00:00,SELL,MEC-A,2025-11-17 22:58:00-05:00,22
2025-11-18 06:14:00+00:00,SELL,MEC-A,2025-11-18 01:14:00-05:00,1
2025-11-18 06:18:00+00:00,SELL,MEC-A,2025-11-18 01:18:00-05:00,1
2025-11-18 06:20:00+00:00,SELL,MEC-A,2025-11-18 01:20:00-05:00,1
2025-11-18 06:26:00+00:00,SELL,MEC-A,2025-11-18 01:26:00-05:00,1
2025-11-18 06:36:00+00:00,SELL,MEC-A,2025-11-18 01:36:00-05:00,1
2025-11-18 06:37:00+00:00,SELL,MEC-A,2025-11-18 01:37:00-05:00,1
2025-11-18 06:44:00+00:00,SELL,MEC-A,2025-11-18 01:44:00-05:00,1
2025-11-18 06:47:00+00:00,BUY,MEC-A,2025-11-18 01:47:00-05:00,1
2025-11-18 06:59:00+00:00,SELL,MEC-A,2025-11-18 01:59:00-05:00,1
2025-11-18 08:01:00+00:00,BUY,MEC-A,2025-11-18 03:01:00-05:00,3
2025-11-18 08:03:00+00:00,BUY,MEC-A,2025-11-18 03:03:00-05:00,3
2025-11-18 08:04:00+00:00,BUY,MEC-A,2025-11-18 03:04:00-05:00,3
2025-11-18 08:05:00+00:00,BUY,MEC-A,2025-11-18 03:05:00-05:00,3
2025-11-18 08:06:00+00:00,BUY,MEC-A,2025-11-18 03:06:00-05:00,3
2025-11-18 08:09:00+00:00,BUY,MEC-A,2025-11-18 03:09:00-05:00,3
2025-11-18 08:12:00+00:00,BUY,MEC-A,2025-11-18 03:12:00-05:00,3
2025-11-18 08:13:00+00:00,BUY,MEC-A,2025-11-18 03:13:00-05:00,3
2025-11-18 08:17:00+00:00,BUY,MEC-A,2025-11-18 03:17:00-05:00,3
2025-11-18 08:31:00+00:00,BUY,MEC-A,2025-11-18 03:31:00-05:00,3
2025-11-18 08:32:00+00:00,BUY,MEC-A,2025-11-18 03:32:00-05:00,3
2025-11-18 08:33:00+00:00,BUY,MEC-A,2025-11-18 03:33:00-05:00,3
2025-11-18 08:34:00+00:00,BUY,MEC-A,2025-11-18 03:34:00-05:00,3
2025-11-18 08:36:00+00:00,BUY,MEC-A,2025-11-18 03:36:00-05:00,3
2025-11-18 08:38:00+00:00,BUY,MEC-A,2025-11-18 03:38:00-05:00,3
2025-11-18 08:42:00+00:00,BUY,MEC-A,2025-11-18 03:42:00-05:00,3
2025-11-18 08:49:00+00:00,BUY,MEC-A,2025-11-18 03:49:00-05:00,3
2025-11-18 08:53:00+00:00,BUY,MEC-A,2025-11-18 03:53:00-05:00,3
2025-11-18 08:54:00+00:00,BUY,MEC-A,2025-11-18 03:54:00-05:00,3
2025-11-18 09:04:00+00:00,SELL,MEC-A,2025-11-18 04:04:00-05:00,4
2025-11-18 09:08:00+00:00,SELL,MEC-A,2025-11-18 04:08:00-05:00,4
2025-11-18 09:12:00+00:00,SELL,MEC-A,2025-11-18 04:12:00-05:00,4
2025-11-18 09:15:00+00:00,BUY,MEC-A,2025-11-18 04:15:00-05:00,4
2025-11-18 09:16:00+00:00,BUY,MEC-A,2025-11-18 04:16:00-05:00,4
2025-11-18 09:17:00+00:00,BUY,MEC-A,2025-11-18 04:17:00-05:00,4
2025-11-18 09:19:00+00:00,BUY,MEC-A,2025-11-18 04:19:00-05:00,4
2025-11-18 09:24:00+00:00,BUY,MEC-A,2025-11-18 04:24:00-05:00,4
2025-11-18 09:29:00+00:00,SELL,MEC-A,2025-11-18 04:29:00-05:00,4
2025-11-18 09:30:00+00:00,SELL,MEC-A,2025-11-18 04:30:00-05:00,4
2025-11-18 09:34:00+00:00,SELL,MEC-A,2025-11-18 04:34:00-05:00,4
2025-11-18 09:36:00+00:00,SELL,MEC-A,2025-11-18 04:36:00-05:00,4
2025-11-18 09:37:00+00:00,SELL,MEC-A,2025-11-18 04:37:00-05:00,4
2025-11-18 09:44:00+00:00,BUY,MEC-A,2025-11-18 04:44:00-05:00,4
2025-11-18 09:50:00+00:00,BUY,MEC-A,2025-11-18 04:50:00-05:00,4
2025-11-18 09:51:00+00:00,BUY,MEC-A,2025-11-18 04:51:00-05:00,4
2025-11-18 09:54:00+00:00,BUY,MEC-A,2025-11-18 04:54:00-05:00,4
2025-11-18 09:55:00+00:00,BUY,MEC-A,2025-11-18 04:55:00-05:00,4
2025-11-18 09:59:00+00:00,BUY,MEC-A,2025-11-18 04:59:00-05:00,4
2025-11-18 10:00:00+00:00,BUY,MEC-A,2025-11-18 05:00:00-05:00,5
2025-11-18 10:03:00+00:00,BUY,MEC-A,2025-11-18 05:03:00-05:00,5
2025-11-18 10:06:00+00:00,SELL,MEC-A,2025-11-18 05:06:00-05:00,5
2025-11-18 10:29:00+00:00,SELL,MEC-A,2025-11-18 05:29:00-05:00,5
2025-11-18 10:42:00+00:00,BUY,MEC-A,2025-11-18 05:42:00-05:00,5
2025-11-18 10:44:00+00:00,BUY,MEC-A,2025-11-18 05:44:00-05:00,5
2025-11-18 10:45:00+00:00,BUY,MEC-A,2025-11-18 05:45:00-05:00,5
2025-11-18 10:46:00+00:00,BUY,MEC-A,2025-11-18 05:46:00-05:00,5
2025-11-18 10:49:00+00:00,BUY,MEC-A,2025-11-18 05:49:00-05:00,5
2025-11-18 10:52:00+00:00,BUY,MEC-A,2025-11-18 05:52:00-05:00,5
2025-11-18 10:59:00+00:00,BUY,MEC-A,2025-11-18 05:59:00-05:00,5
2025-11-18 11:00:00+00:00,BUY,MEC-A,2025-11-18 06:00:00-05:00,6
2025-11-18 11:01:00+00:00,BUY,MEC-A,2025-11-18 06:01:00-05:00,6
2025-11-18 11:08:00+00:00,BUY,MEC-A,2025-11-18 06:08:00-05:00,6
2025-11-18 11:11:00+00:00,BUY,MEC-A,2025-11-18 06:11:00-05:00,6
2025-11-18 11:16:00+00:00,BUY,MEC-A,2025-11-18 06:16:00-05:00,6
2025-11-18 11:20:00+00:00,BUY,MEC-A,2025-11-18 06:20:00-05:00,6
2025-11-18 11:24:00+00:00,BUY,MEC-A,2025-11-18 06:24:00-05:00,6
2025-11-18 11:27:00+00:00,SELL,MEC-A,2025-11-18 06:27:00-05:00,6
2025-11-18 11:42:00+00:00,SELL,MEC-A,2025-11-18 06:42:00-05:00,6
2025-11-18 11:43:00+00:00,SELL,MEC-A,2025-11-18 06:43:00-05:00,6
2025-11-18 11:45:00+00:00,SELL,MEC-A,2025-11-18 06:45:00-05:00,6
2025-11-18 11:46:00+00:00,SELL,MEC-A,2025-11-18 06:46:00-05:00,6
2025-11-18 11:55:00+00:00,SELL,MEC-A,2025-11-18 06:55:00-05:00,6
2025-11-18 11:57:00+00:00,SELL,MEC-A,2025-11-18 06:57:00-05:00,6
2025-11-18 11:58:00+00:00,SELL,MEC-A,2025-11-18 06:58:00-05:00,6
2025-11-18 12:01:00+00:00,SELL,MEC-A,2025-11-18 07:01:00-05:00,7
2025-11-18 12:03:00+00:00,BUY,MEC-A,2025-11-18 07:03:00-05:00,7
2025-11-18 12:04:00+00:00,BUY,MEC-A,2025-11-18 07:04:00-05:00,7
2025-11-18 12:09:00+00:00,BUY,MEC-A,2025-11-18 07:09:00-05:00,7
2025-11-18 12:24:00+00:00,SELL,MEC-A,2025-11-18 07:24:00-05:00,7
2025-11-18 12:25:00+00:00,SELL,MEC-A,2025-11-18 07:25:00-05:00,7
2025-11-18 12:29:00+00:00,SELL,MEC-A,2025-11-18 07:29:00-05:00,7
2025-11-18 12:31:00+00:00,SELL,MEC-A,2025-11-18 07:31:00-05:00,7
2025-11-18 12:35:00+00:00,SELL,MEC-A,2025-11-18 07:35:00-05:00,7
2025-11-18 12:42:00+00:00,SELL,MEC-A,2025-11-18 07:42:00-05:00,7
2025-11-18 12:44:00+00:00,SELL,MEC-A,2025-11-18 07:44:00-05:00,7
2025-11-18 12:46:00+00:00,SELL,MEC-A,2025-11-18 07:46:00-05:00,7
2025-11-18 12:48:00+00:00,SELL,MEC-A,2025-11-18 07:48:00-05:00,7
2025-11-18 12:53:00+00:00,SELL,MEC-A,2025-11-18 07:53:00-05:00,7
2025-11-18 12:55:00+00:00,SELL,MEC-A,2025-11-18 07:55:00-05:00,7
2025-11-18 12:56:00+00:00,SELL,MEC-A,2025-11-18 07:56:00-05:00,7
2025-11-18 13:00:00+00:00,BUY,MEC-A,2025-11-18 08:00:00-05:00,8
2025-11-18 13:01:00+00:00,BUY,MEC-A,2025-11-18 08:01:00-05:00,8
2025-11-18 13:03:00+00:00,BUY,MEC-A,2025-11-18 08:03:00-05:00,8
2025-11-18 13:08:00+00:00,BUY,MEC-A,2025-11-18 08:08:00-05:00,8
2025-11-18 13:11:00+00:00,BUY,MEC-A,2025-11-18 08:11:00-05:00,8
2025-11-18 13:12:00+00:00,BUY,MEC-A,2025-11-18 08:12:00-05:00,8
2025-11-18 13:14:00+00:00,BUY,MEC-A,2025-11-18 08:14:00-05:00,8
2025-11-18 13:15:00+00:00,BUY,MEC-A,2025-11-18 08:15:00-05:00,8
2025-11-18 13:18:00+00:00,BUY,MEC-A,2025-11-18 08:18:00-05:00,8
2025-11-18 13:20:00+00:00,BUY,MEC-A,2025-11-18 08:20:00-05:00,8
2025-11-18 13:21:00+00:00,BUY,MEC-A,2025-11-18 08:21:00-05:00,8
2025-11-18 13:30:00+00:00,BUY,MEC-A,2025-11-18 08:30:00-05:00,8
2025-11-18 13:32:00+00:00,BUY,MEC-A,2025-11-18 08:32:00-05:00,8
2025-11-18 13:34:00+00:00,BUY,MEC-A,2025-11-18 08:34:00-05:00,8
2025-11-18 13:35:00+00:00,BUY,MEC-A,2025-11-18 08:35:00-05:00,8
2025-11-18 13:36:00+00:00,BUY,MEC-A,2025-11-18 08:36:00-05:00,8
2025-11-18 13:39:00+00:00,BUY,MEC-A,2025-11-18 08:39:00-05:00,8
2025-11-18 13:48:00+00:00,BUY,MEC-A,2025-11-18 08:48:00-05:00,8
2025-11-18 13:49:00+00:00,BUY,MEC-A,2025-11-18 08:49:00-05:00,8
2025-11-18 13:57:00+00:00,BUY,MEC-A,2025-11-18 08:57:00-05:00,8
2025-11-18 15:02:00+00:00,SELL,MEC-A,2025-11-18 10:02:00-05:00,10
2025-11-18 15:09:00+00:00,SELL,MEC-A,2025-11-18 10:09:00-05:00,10
2025-11-18 15:27:00+00:00,BUY,MEC-A,2025-11-18 10:27:00-05:00,10
2025-11-18 15:30:00+00:00,BUY,MEC-A,2025-11-18 10:30:00-05:00,10
2025-11-18 15:40:00+00:00,SELL,MEC-A,2025-11-18 10:40:00-05:00,10
2025-11-18 15:42:00+00:00,SELL,MEC-A,2025-11-18 10:42:00-05:00,10
2025-11-18 15:47:00+00:00,SELL,MEC-A,2025-11-18 10:47:00-05:00,10
2025-11-18 15:50:00+00:00,SELL,MEC-A,2025-11-18 10:50:00-05:00,10
2025-11-18 15:53:00+00:00,SELL,MEC-A,2025-11-18 10:53:00-05:00,10
2025-11-18 15:58:00+00:00,SELL,MEC-A,2025-11-18 10:58:00-05:00,10
2025-11-18 17:04:00+00:00,BUY,MEC-A,2025-11-18 12:04:00-05:00,12
2025-11-18 17:07:00+00:00,BUY,MEC-A,2025-11-18 12:07:00-05:00,12
2025-11-18 17:13:00+00:00,BUY,MEC-A,2025-11-18 12:13:00-05:00,12
2025-11-18 17:17:00+00:00,SELL,MEC-A,2025-11-18 12:17:00-05:00,12
2025-11-18 17:22:00+00:00,SELL,MEC-A,2025-11-18 12:22:00-05:00,12
2025-11-18 17:25:00+00:00,BUY,MEC-A,2025-11-18 12:25:00-05:00,12
2025-11-18 17:26:00+00:00,BUY,MEC-A,2025-11-18 12:26:00-05:00,12
2025-11-18 17:28:00+00:00,SELL,MEC-A,2025-11-18 12:28:00-05:00,12
2025-11-18 17:34:00+00:00,BUY,MEC-A,2025-11-18 12:34:00-05:00,12
2025-11-18 17:36:00+00:00,BUY,MEC-A,2025-11-18 12:36:00-05:00,12
2025-11-18 17:37:00+00:00,BUY,MEC-A,2025-11-18 12:37:00-05:00,12
2025-11-18 17:40:00+00:00,BUY,MEC-A,2025-11-18 12:40:00-05:00,12
2025-11-18 17:42:00+00:00,BUY,MEC-A,2025-11-18 12:42:00-05:00,12
2025-11-18 17:47:00+00:00,BUY,MEC-A,2025-11-18 12:47:00-05:00,12
2025-11-18 17:49:00+00:00,BUY,MEC-A,2025-11-18 12:49:00-05:00,12
2025-11-18 17:53:00+00:00,BUY,MEC-A,2025-11-18 12:53:00-05:00,12
2025-11-18 17:56:00+00:00,BUY,MEC-A,2025-11-18 12:56:00-05:00,12
2025-11-18 17:58:00+00:00,BUY,MEC-A,2025-11-18 12:58:00-05:00,12
2025-11-18 18:00:00+00:00,BUY,MEC-A,2025-11-18 13:00:00-05:00,13
2025-11-18 18:01:00+00:00,BUY,MEC-A,2025-11-18 13:01:00-05:00,13
2025-11-18 18:04:00+00:00,SELL,MEC-A,2025-11-18 13:04:00-05:00,13
2025-11-18 18:08:00+00:00,SELL,MEC-A,2025-11-18 13:08:00-05:00,13
2025-11-18 18:12:00+00:00,SELL,MEC-A,2025-11-18 13:12:00-05:00,13
2025-11-18 18:13:00+00:00,SELL,MEC-A,2025-11-18 13:13:00-05:00,13
2025-11-18 18:24:00+00:00,SELL,MEC-A,2025-11-18 13:24:00-05:00,13
2025-11-18 18:25:00+00:00,SELL,MEC-A,2025-11-18 13:25:00-05:00,13
2025-11-18 18:28:00+00:00,SELL,MEC-A,2025-11-18 13:28:00-05:00,13
2025-11-18 18:30:00+00:00,SELL,MEC-A,2025-11-18 13:30:00-05:00,13
2025-11-18 18:32:00+00:00,SELL,MEC-A,2025-11-18 13:32:00-05:00,13
2025-11-18 18:35:00+00:00,BUY,MEC-A,2025-11-18 13:35:00-05:00,13
2025-11-18 18:38:00+00:00,BUY,MEC-A,2025-11-18 13:38:00-05:00,13
2025-11-18 18:39:00+00:00,BUY,MEC-A,2025-11-18 13:39:00-05:00,13
2025-11-18 18:41:00+00:00,BUY,MEC-A,2025-11-18 13:41:00-05:00,13
2025-11-18 18:45:00+00:00,BUY,MEC-A,2025-11-18 13:45:00-05:00,13
2025-11-18 18:46:00+00:00,BUY,MEC-A,2025-11-18 13:46:00-05:00,13
2025-11-18 18:50:00+00:00,SELL,MEC-A,2025-11-18 13:50:00-05:00,13
2025-11-18 18:57:00+00:00,BUY,MEC-A,2025-11-18 13:57:00-05:00,13
2025-11-18 19:08:00+00:00,BUY,MEC-A,2025-11-18 14:08:00-05:00,14
2025-11-18 19:10:00+00:00,BUY,MEC-A,2025-11-18 14:10:00-05:00,14
2025-11-18 19:12:00+00:00,BUY,MEC-A,2025-11-18 14:12:00-05:00,14
2025-11-18 19:13:00+00:00,BUY,MEC-A,2025-11-18 14:13:00-05:00,14
2025-11-18 19:14:00+00:00,BUY,MEC-A,2025-11-18 14:14:00-05:00,14
2025-11-18 19:16:00+00:00,BUY,MEC-A,2025-11-18 14:16:00-05:00,14
2025-11-18 19:18:00+00:00,BUY,MEC-A,2025-11-18 14:18:00-05:00,14
2025-11-18 19:27:00+00:00,SELL,MEC-A,2025-11-18 14:27:00-05:00,14
2025-11-18 19:28:00+00:00,SELL,MEC-A,2025-11-18 14:28:00-05:00,14
2025-11-18 19:30:00+00:00,BUY,MEC-A,2025-11-18 14:30:00-05:00,14
2025-11-18 19:32:00+00:00,SELL,MEC-A,2025-11-18 14:32:00-05:00,14
2025-11-18 19:37:00+00:00,BUY,MEC-A,2025-11-18 14:37:00-05:00,14
2025-11-18 19:47:00+00:00,BUY,MEC-A,2025-11-18 14:47:00-05:00,14
2025-11-18 19:49:00+00:00,BUY,MEC-A,2025-11-18 14:49:00-05:00,14
