t_entrada,R,direccion,t_ny,hora_ny
2025-11-17 08:35:00+00:00,0.9,-1,2025-11-17 03:35:00-05:00,3
2025-11-17 11:03:00+00:00,-1.0,-1,2025-11-17 06:03:00-05:00,6
2025-11-17 11:13:00+00:00,-1.0,-1,2025-11-17 06:13:00-05:00,6
2025-11-17 11:35:00+00:00,0.9,1,2025-11-17 06:35:00-05:00,6
2025-11-17 13:03:00+00:00,-1.0,1,2025-11-17 08:03:00-05:00,8
2025-11-17 13:27:00+00:00,0.9,-1,2025-11-17 08:27:00-05:00,8
2025-11-17 13:45:00+00:00,-1.0,-1,2025-11-17 08:45:00-05:00,8
2025-11-17 14:36:00+00:00,-1.0,1,2025-11-17 09:36:00-05:00,9
2025-11-17 15:08:00+00:00,-1.0,-1,2025-11-17 10:08:00-05:00,10
2025-11-17 17:20:00+00:00,-1.0,1,2025-11-17 12:20:00-05:00,12
2025-11-17 18:01:00+00:00,0.9,-1,2025-11-17 13:01:00-05:00,13
2025-11-17 18:27:00+00:00,0.9,-1,2025-11-17 13:27:00-05:00,13
2025-11-17 19:01:00+00:00,0.9,-1,2025-11-17 14:01:00-05:00,14
2025-11-17 19:32:00+00:00,0.9,-1,2025-11-17 14:32:00-05:00,14
2025-11-18 06:14:00+00:00,0.9,-1,2025-11-18 01:14:00-05:00,1
2025-11-18 06:26:00+00:00,0.9,-1,2025-11-18 01:26:00-05:00,1
2025-11-18 06:37:00+00:00,-1.0,-1,2025-11-18 01:37:00-05:00,1
2025-11-18 06:59:00+00:00,-1.0,-1,2025-11-18 01:59:00-05:00,1
2025-11-18 08:03:00+00:00,0.9,1,2025-11-18 03:03:00-05:00,3
2025-11-18 08:06:00+00:00,0.9,1,2025-11-18 03:06:00-05:00,3
2025-11-18 08:36:00+00:00,0.9,1,2025-11-18 03:36:00-05:00,3
2025-11-18 13:35:00+00:00,0.9,1,2025-11-18 08:35:00-05:00,8
2025-11-18 15:40:00+00:00,-1.0,-1,2025-11-18 10:40:00-05:00,10
2025-11-18 17:37:00+00:00,0.9,1,2025-11-18 12:37:00-05:00,12
2025-11-18 19:47:00+00:00,-1.0,1,2025-11-18 14:47:00-05:00,14
2025-11-18 20:06:00+00:00,0.9,-1,2025-11-18 15:06:00-05:00,15
2025-11-18 20:33:00+00:00,0.9,-1,2025-11-18 15:33:00-05:00,15
2025-11-18 20:44:00+00:00,-1.0,-1,2025-11-18 15:44:00-05:00,15
2025-11-18 23:16:00+00:00,-1.0,1,2025-11-18 18:16:00-05:00,18
2025-11-18 23:31:00+00:00,-1.0,-1,2025-11-18 18:31:00-05:00,18
2025-11-18 23:44:00+00:00,0.9,1,2025-11-18 18:44:00-05:00,18
2025-11-19 00:30:00+00:00,-1.0,1,2025-11-18 19:30:00-05:00,19
2025-11-19 00:50:00+00:00,0.9,-1,2025-11-18 19:50:00-05:00,19
2025-11-19 01:06:00+00:00,-1.0,-1,2025-11-18 20:06:00-05:00,20
2025-11-19 01:31:00+00:00,-1.0,1,2025-11-18 20:31:00-05:00,20
2025-11-19 01:33:00+00:00,0.9,-1,2025-11-18 20:33:00-05:00,20
2025-11-19 01:50:00+00:00,0.9,-1,2025-11-18 20:50:00-05:00,20
2025-11-19 02:02:00+00:00,-1.0,-1,2025-11-18 21:02:00-05:00,21
2025-11-19 02:31:00+00:00,0.9,1,2025-11-18 21:31:00-05:00,21
2025-11-19 05:33:00+00:00,-1.0,1,2025-11-19 00:33:00-05:00,0
2025-11-19 07:10:00+00:00,-1.0,-1,2025-11-19 02:10:00-05:00,2
2025-11-19 07:37:00+00:00,-1.0,1,2025-11-19 02:37:00-05:00,2
2025-11-19 07:58:00+00:00,-1.0,-1,2025-11-19 02:58:00-05:00,2
2025-11-19 09:43:00+00:00,0.9,1,2025-11-19 04:43:00-05:00,4
2025-11-19 09:52:00+00:00,0.9,1,2025-11-19 04:52:00-05:00,4
2025-11-19 14:55:00+00:00,-1.0,1,2025-11-19 09:55:00-05:00,9
2025-11-19 15:43:00+00:00,0.9,-1,2025-11-19 10:43:00-05:00,10
2025-11-19 15:53:00+00:00,0.9,-1,2025-11-19 10:53:00-05:00,10
2025-11-19 16:40:00+00:00,0.9,-1,2025-11-19 11:40:00-05:00,11
2025-11-19 17:03:00+00:00,-1.0,-1,2025-11-19 12:03:00-05:00,12
2025-11-19 17:44:00+00:00,0.9,1,2025-11-19 12:44:00-05:00,12
2025-11-19 18:20:00+00:00,-1.0,1,2025-11-19 13:20:00-05:00,13
2025-11-19 18:27:00+00:00,-1.0,-1,2025-11-19 13:27:00-05:00,13
2025-11-19 18:52:00+00:00,-1.0,1,2025-11-19 13:52:00-05:00,13
2025-11-20 00:36:00+00:00,-1.0,-1,2025-11-19 19:36:00-05:00,19
2025-11-20 01:11:00+00:00,0.9,-1,2025-11-19 20:11:00-05:00,20
2025-11-20 01:20:00+00:00,0.9,-1,2025-11-19 20:20:00-05:00,20
2025-11-20 02:00:00+00:00,0.9,-1,2025-11-19 21:00:00-05:00,21
2025-11-20 02:16:00+00:00,-1.0,-1,2025-11-19 21:16:00-05:00,21
2025-11-20 14:49:00+00:00,-1.0,1,2025-11-20 09:49:00-05:00,9
2025-11-20 15:41:00+00:00,0.9,-1,2025-11-20 10:41:00-05:00,10
2025-11-20 16:26:00+00:00,0.9,-1,2025-11-20 11:26:00-05:00,11
2025-11-20 19:14:00+00:00,0.9,1,2025-11-20 14:14:00-05:00,14
2025-11-20 23:25:00+00:00,-1.0,-1,2025-11-20 18:25:00-05:00,18
2025-11-20 23:44:00+00:00,-1.0,1,2025-11-20 18:44:00-05:00,18
2025-11-20 23:50:00+00:00,0.9,-1,2025-11-20 18:50:00-05:00,18
2025-11-21 01:00:00+00:00,0.9,-1,2025-11-20 20:00:00-05:00,20
2025-11-21 01:37:00+00:00,-1.0,-1,2025-11-20 20:37:00-05:00,20
2025-11-21 01:52:00+00:00,0.9,1,2025-11-20 20:52:00-05:00,20
2025-11-21 02:35:00+00:00,-1.0,1,2025-11-20 21:35:00-05:00,21
2025-11-21 02:52:00+00:00,0.9,-1,2025-11-20 21:52:00-05:00,21
2025-11-21 03:19:00+00:00,-1.0,-1,2025-11-20 22:19:00-05:00,22
2025-11-21 04:03:00+00:00,0.9,1,2025-11-20 23:03:00-05:00,23
2025-11-21 04:06:00+00:00,-1.0,1,2025-11-20 23:06:00-05:00,23
2025-11-21 07:30:00+00:00,-1.0,1,2025-11-21 02:30:00-05:00,2
2025-11-21 07:51:00+00:00,0.9,-1,2025-11-21 02:51:00-05:00,2
2025-11-21 08:03:00+00:00,-1.0,-1,2025-11-21 03:03:00-05:00,3
2025-11-21 08:07:00+00:00,0.9,1,2025-11-21 03:07:00-05:00,3
2025-11-21 09:11:00+00:00,-1.0,1,2025-11-21 04:11:00-05:00,4
2025-11-21 10:20:00+00:00,0.9,-1,2025-11-21 05:20:00-05:00,5
2025-11-21 10:29:00+00:00,-1.0,-1,2025-11-21 05:29:00-05:00,5
2025-11-21 11:07:00+00:00,-1.0,1,2025-11-21 06:07:00-05:00,6
2025-11-21 11:40:00+00:00,-1.0,-1,2025-11-21 06:40:00-05:00,6
2025-11-21 12:06:00+00:00,0.9,1,2025-11-21 07:06:00-05:00,7
2025-11-21 12:27:00+00:00,0.9,1,2025-11-21 07:27:00-05:00,7
2025-11-21 12:30:00+00:00,0.9,1,2025-11-21 07:30:00-05:00,7
2025-11-21 12:45:00+00:00,0.9,1,2025-11-21 07:45:00-05:00,7
2025-11-21 14:00:00+00:00,-1.0,1,2025-11-21 09:00:00-05:00,9
2025-11-21 14:24:00+00:00,-1.0,-1,2025-11-21 09:24:00-05:00,9
2025-11-21 15:07:00+00:00,-1.0,-1,2025-11-21 10:07:00-05:00,10
2025-11-21 15:12:00+00:00,-1.0,1,2025-11-21 10:12:00-05:00,10
2025-11-21 15:37:00+00:00,0.9,-1,2025-11-21 10:37:00-05:00,10
2025-11-21 15:40:00+00:00,-1.0,-1,2025-11-21 10:40:00-05:00,10
2025-11-21 15:46:00+00:00,0.9,1,2025-11-21 10:46:00-05:00,10
2025-11-21 16:50:00+00:00,-1.0,1,2025-11-21 11:50:00-05:00,11
2025-11-24 05:21:00+00:00,-1.0,-1,2025-11-24 00:21:00-05:00,0
2025-11-24 05:42:00+00:00,-1.0,1,2025-11-24 00:42:00-05:00,0
2025-11-24 05:49:00+00:00,-1.0,-1,2025-11-24 00:49:00-05:00,0
2025-11-24 06:03:00+00:00,0.9,1,2025-11-24 01:03:00-05:00,1
2025-11-24 06:46:00+00:00,-1.0,1,2025-11-24 01:46:00-05:00,1
2025-11-24 06:52:00+00:00,-1.0,-1,2025-11-24 01:52:00-05:00,1
2025-11-24 07:32:00+00:00,0.9,1,2025-11-24 02:32:00-05:00,2
2025-11-24 07:43:00+00:00,0.9,1,2025-11-24 02:43:00-05:00,2
2025-11-24 09:11:00+00:00,0.9,1,2025-11-24 04:11:00-05:00,4
2025-11-24 12:50:00+00:00,-1.0,1,2025-11-24 07:50:00-05:00,7
2025-11-24 14:00:00+00:00,-1.0,1,2025-11-24 09:00:00-05:00,9
2025-11-24 14:40:00+00:00,-1.0,-1,2025-11-24 09:40:00-05:00,9
2025-11-24 14:51:00+00:00,0.9,1,2025-11-24 09:51:00-05:00,9
2025-11-24 15:21:00+00:00,0.9,1,2025-11-24 10:21:00-05:00,10
2025-11-24 18:37:00+00:00,0.9,1,2025-11-24 13:37:00-05:00,13
2025-11-24 18:52:00+00:00,0.9,1,2025-11-24 13:52:00-05:00,13
2025-11-24 20:31:00+00:00,0.9,1,2025-11-24 15:31:00-05:00,15
2025-11-24 21:42:00+00:00,-1.0,1,2025-11-24 16:42:00-05:00,16
2025-11-24 23:11:00+00:00,-1.0,-1,2025-11-24 18:11:00-05:00,18
2025-11-24 23:45:00+00:00,-1.0,1,2025-11-24 18:45:00-05:00,18
2025-11-25 00:56:00+00:00,0.9,-1,2025-11-24 19:56:00-05:00,19
2025-11-25 01:07:00+00:00,0.9,-1,2025-11-24 20:07:00-05:00,20
2025-11-25 01:22:00+00:00,-1.0,-1,2025-11-24 20:22:00-05:00,20
2025-11-25 01:30:00+00:00,0.9,1,2025-11-24 20:30:00-05:00,20
2025-11-25 01:35:00+00:00,0.9,1,2025-11-24 20:35:00-05:00,20
2025-11-25 02:04:00+00:00,0.9,1,2025-11-24 21:04:00-05:00,21
2025-11-25 02:39:00+00:00,-1.0,1,2025-11-24 21:39:00-05:00,21
2025-11-25 03:23:00+00:00,-1.0,-1,2025-11-24 22:23:00-05:00,22
2025-11-25 05:56:00+00:00,0.9,1,2025-11-25 00:56:00-05:00,0
2025-11-25 06:03:00+00:00,0.9,1,2025-11-25 01:03:00-05:00,1
2025-11-25 06:08:00+00:00,-1.0,1,2025-11-25 01:08:00-05:00,1
2025-11-25 06:22:00+00:00,0.9,-1,2025-11-25 01:22:00-05:00,1
2025-11-25 06:38:00+00:00,-1.0,-1,2025-11-25 01:38:00-05:00,1
2025-11-25 07:01:00+00:00,-1.0,1,2025-11-25 02:01:00-05:00,2
2025-11-25 07:29:00+00:00,0.9,-1,2025-11-25 02:29:00-05:00,2
2025-11-25 07:58:00+00:00,-1.0,-1,2025-11-25 02:58:00-05:00,2
2025-11-25 08:24:00+00:00,-1.0,1,2025-11-25 03:24:00-05:00,3
2025-11-25 08:32:00+00:00,0.9,-1,2025-11-25 03:32:00-05:00,3
2025-11-25 08:37:00+00:00,0.9,-1,2025-11-25 03:37:00-05:00,3
2025-11-25 08:54:00+00:00,-1.0,-1,2025-11-25 03:54:00-05:00,3
2025-11-25 09:15:00+00:00,0.9,1,2025-11-25 04:15:00-05:00,4
2025-11-25 13:27:00+00:00,-1.0,1,2025-11-25 08:27:00-05:00,8
2025-11-25 14:42:00+00:00,-1.0,-1,2025-11-25 09:42:00-05:00,9
2025-11-25 17:00:00+00:00,0.9,1,2025-11-25 12:00:00-05:00,12
2025-11-25 17:33:00+00:00,-1.0,1,2025-11-25 12:33:00-05:00,12
2025-11-25 17:51:00+00:00,0.9,-1,2025-11-25 12:51:00-05:00,12
2025-11-25 18:38:00+00:00,-1.0,-1,2025-11-25 13:38:00-05:00,13
2025-11-26 01:08:00+00:00,0.9,1,2025-11-25 20:08:00-05:00,20
2025-11-26 01:40:00+00:00,0.9,1,2025-11-25 20:40:00-05:00,20
2025-11-26 02:25:00+00:00,-1.0,1,2025-11-25 21:25:00-05:00,21
2025-11-26 06:38:00+00:00,-1.0,-1,2025-11-26 01:38:00-05:00,1
2025-11-26 07:55:00+00:00,0.9,1,2025-11-26 02:55:00-05:00,2
2025-11-26 08:06:00+00:00,-1.0,1,2025-11-26 03:06:00-05:00,3
2025-11-26 08:49:00+00:00,-1.0,-1,2025-11-26 03:49:00-05:00,3
2025-11-26 11:30:00+00:00,0.9,1,2025-11-26 06:30:00-05:00,6
2025-11-26 11:33:00+00:00,-1.0,1,2025-11-26 06:33:00-05:00,6
2025-11-26 12:32:00+00:00,0.9,-1,2025-11-26 07:32:00-05:00,7
2025-11-26 12:50:00+00:00,-1.0,-1,2025-11-26 07:50:00-05:00,7
2025-11-26 13:06:00+00:00,0.9,1,2025-11-26 08:06:00-05:00,8
2025-11-26 13:28:00+00:00,-1.0,1,2025-11-26 08:28:00-05:00,8
2025-11-26 13:30:00+00:00,0.9,-1,2025-11-26 08:30:00-05:00,8
2025-11-26 13:36:00+00:00,0.9,-1,2025-11-26 08:36:00-05:00,8
2025-11-26 14:10:00+00:00,-1.0,-1,2025-11-26 09:10:00-05:00,9
2025-11-26 18:17:00+00:00,-1.0,1,2025-11-26 13:17:00-05:00,13
2025-11-26 18:30:00+00:00,0.9,-1,2025-11-26 13:30:00-05:00,13
2025-11-26 18:34:00+00:00,-1.0,-1,2025-11-26 13:34:00-05:00,13
2025-11-26 19:21:00+00:00,-1.0,1,2025-11-26 14:21:00-05:00,14
2025-11-26 19:40:00+00:00,0.9,-1,2025-11-26 14:40:00-05:00,14
2025-11-26 19:43:00+00:00,-1.0,-1,2025-11-26 14:43:00-05:00,14
2025-11-26 20:24:00+00:00,-1.0,1,2025-11-26 15:24:00-05:00,15
2025-11-26 20:40:00+00:00,-1.0,1,2025-11-26 15:40:00-05:00,15
2025-11-26 20:51:00+00:00,-1.0,-1,2025-11-26 15:51:00-05:00,15
2025-11-26 21:44:00+00:00,0.9,1,2025-11-26 16:44:00-05:00,16
2025-11-26 23:05:00+00:00,-1.0,1,2025-11-26 18:05:00-05:00,18
2025-11-26 23:30:00+00:00,0.9,-1,2025-11-26 18:30:00-05:00,18
2025-11-27 01:13:00+00:00,0.9,-1,2025-11-26 20:13:00-05:00,20
2025-11-27 08:19:00+00:00,0.9,1,2025-11-27 03:19:00-05:00,3
2025-11-27 08:35:00+00:00,-1.0,1,2025-11-27 03:35:00-05:00,3
2025-11-27 09:02:00+00:00,0.9,-1,2025-11-27 04:02:00-05:00,4
2025-11-27 09:18:00+00:00,-1.0,-1,2025-11-27 04:18:00-05:00,4
2025-11-27 09:52:00+00:00,-1.0,1,2025-11-27 04:52:00-05:00,4
2025-11-27 10:29:00+00:00,-1.0,-1,2025-11-27 05:29:00-05:00,5
2025-11-27 10:56:00+00:00,0.9,1,2025-11-27 05:56:00-05:00,5
2025-11-27 12:04:00+00:00,-1.0,1,2025-11-27 07:04:00-05:00,7
2025-11-27 13:01:00+00:00,-1.0,-1,2025-11-27 08:01:00-05:00,8
2025-11-27 14:10:00+00:00,-1.0,1,2025-11-27 09:10:00-05:00,9
2025-11-27 14:42:00+00:00,-1.0,-1,2025-11-27 09:42:00-05:00,9
2025-11-27 15:17:00+00:00,-1.0,1,2025-11-27 10:17:00-05:00,10
2025-11-27 16:26:00+00:00,-1.0,-1,2025-11-27 11:26:00-05:00,11
2025-11-27 16:48:00+00:00,0.9,1,2025-11-27 11:48:00-05:00,11
2025-11-27 17:50:00+00:00,-1.0,1,2025-11-27 12:50:00-05:00,12
2025-11-27 18:11:00+00:00,0.9,-1,2025-11-27 13:11:00-05:00,13
2025-11-27 18:24:00+00:00,-1.0,-1,2025-11-27 13:24:00-05:00,13
2025-11-27 18:50:00+00:00,0.9,1,2025-11-27 13:50:00-05:00,13
2025-11-27 19:08:00+00:00,-1.0,1,2025-11-27 14:08:00-05:00,14
2025-11-28 00:01:00+00:00,0.9,1,2025-11-27 19:01:00-05:00,19
2025-11-28 00:07:00+00:00,0.9,1,2025-11-27 19:07:00-05:00,19
2025-11-28 00:30:00+00:00,0.9,1,2025-11-27 19:30:00-05:00,19
2025-11-28 00:34:00+00:00,0.9,1,2025-11-27 19:34:00-05:00,19
2025-11-28 01:42:00+00:00,-1.0,1,2025-11-27 20:42:00-05:00,20
2025-11-28 02:36:00+00:00,-1.0,-1,2025-11-27 21:36:00-05:00,21
2025-11-28 03:11:00+00:00,0.9,-1,2025-11-27 22:11:00-05:00,22
2025-11-28 04:47:00+00:00,-1.0,1,2025-11-27 23:47:00-05:00,23
2025-11-28 05:22:00+00:00,0.9,-1,2025-11-28 00:22:00-05:00,0
2025-11-28 05:23:00+00:00,-1.0,-1,2025-11-28 00:23:00-05:00,0
2025-11-28 06:54:00+00:00,0.9,-1,2025-11-28 01:54:00-05:00,1
2025-11-28 07:06:00+00:00,0.9,-1,2025-11-28 02:06:00-05:00,2
2025-11-28 07:25:00+00:00,0.9,-1,2025-11-28 02:25:00-05:00,2
2025-11-28 07:46:00+00:00,0.9,-1,2025-11-28 02:46:00-05:00,2
2025-11-28 07:52:00+00:00,0.9,-1,2025-11-28 02:52:00-05:00,2
2025-11-28 08:03:00+00:00,-1.0,-1,2025-11-28 03:03:00-05:00,3
2025-11-28 13:57:00+00:00,0.9,1,2025-11-28 08:57:00-05:00,8
2025-11-28 14:10:00+00:00,0.9,1,2025-11-28 09:10:00-05:00,9
2025-11-28 14:18:00+00:00,0.9,1,2025-11-28 09:18:00-05:00,9
2025-11-28 14:40:00+00:00,-1.0,1,2025-11-28 09:40:00-05:00,9
2025-11-28 15:00:00+00:00,0.9,-1,2025-11-28 10:00:00-05:00,10
2025-11-28 15:10:00+00:00,-1.0,-1,2025-11-28 10:10:00-05:00,10
2025-11-28 15:29:00+00:00,0.9,1,2025-11-28 10:29:00-05:00,10
2025-11-28 16:21:00+00:00,0.9,1,2025-11-28 11:21:00-05:00,11
2025-12-01 05:15:00+00:00,-1.0,-1,2025-12-01 00:15:00-05:00,0
2025-12-01 07:57:00+00:00,0.9,1,2025-12-01 02:57:00-05:00,2
2025-12-01 08:10:00+00:00,0.9,1,2025-12-01 03:10:00-05:00,3
2025-12-01 13:43:00+00:00,-1.0,1,2025-12-01 08:43:00-05:00,8
2025-12-01 13:50:00+00:00,0.9,-1,2025-12-01 08:50:00-05:00,8
2025-12-01 14:01:00+00:00,0.9,-1,2025-12-01 09:01:00-05:00,9
2025-12-02 11:09:00+00:00,0.9,1,2025-12-02 06:09:00-05:00,6
2025-12-02 11:20:00+00:00,0.9,1,2025-12-02 06:20:00-05:00,6
2025-12-02 11:29:00+00:00,0.9,1,2025-12-02 06:29:00-05:00,6
2025-12-02 11:54:00+00:00,0.9,1,2025-12-02 06:54:00-05:00,6
2025-12-02 13:00:00+00:00,-1.0,1,2025-12-02 08:00:00-05:00,8
2025-12-02 13:11:00+00:00,-1.0,-1,2025-12-02 08:11:00-05:00,8
2025-12-02 14:02:00+00:00,0.9,1,2025-12-02 09:02:00-05:00,9
2025-12-02 14:26:00+00:00,-1.0,1,2025-12-02 09:26:00-05:00,9
2025-12-02 14:38:00+00:00,0.9,-1,2025-12-02 09:38:00-05:00,9
2025-12-02 14:45:00+00:00,0.9,-1,2025-12-02 09:45:00-05:00,9
2025-12-02 15:16:00+00:00,0.9,-1,2025-12-02 10:16:00-05:00,10
2025-12-02 15:24:00+00:00,0.9,-1,2025-12-02 10:24:00-05:00,10
2025-12-02 15:54:00+00:00,-1.0,-1,2025-12-02 10:54:00-05:00,10
2025-12-02 16:40:00+00:00,0.9,1,2025-12-02 11:40:00-05:00,11
2025-12-02 17:34:00+00:00,-1.0,1,2025-12-02 12:34:00-05:00,12
2025-12-02 18:16:00+00:00,0.9,-1,2025-12-02 13:16:00-05:00,13
2025-12-02 18:36:00+00:00,-1.0,-1,2025-12-02 13:36:00-05:00,13
2025-12-02 18:59:00+00:00,0.9,1,2025-12-02 13:59:00-05:00,13
2025-12-02 19:05:00+00:00,0.9,1,2025-12-02 14:05:00-05:00,14
2025-12-03 01:31:00+00:00,-1.0,-1,2025-12-02 20:31:00-05:00,20
2025-12-03 02:03:00+00:00,0.9,1,2025-12-02 21:03:00-05:00,21
2025-12-03 02:14:00+00:00,-1.0,1,2025-12-02 21:14:00-05:00,21
2025-12-03 05:36:00+00:00,0.9,-1,2025-12-03 00:36:00-05:00,0
2025-12-03 06:05:00+00:00,-1.0,1,2025-12-03 01:05:00-05:00,1
2025-12-03 07:24:00+00:00,-1.0,-1,2025-12-03 02:24:00-05:00,2
2025-12-03 08:43:00+00:00,-1.0,1,2025-12-03 03:43:00-05:00,3
2025-12-03 09:02:00+00:00,0.9,-1,2025-12-03 04:02:00-05:00,4
2025-12-03 09:12:00+00:00,-1.0,-1,2025-12-03 04:12:00-05:00,4
2025-12-03 11:44:00+00:00,0.9,1,2025-12-03 06:44:00-05:00,6
2025-12-03 11:57:00+00:00,0.9,1,2025-12-03 06:57:00-05:00,6
2025-12-03 12:03:00+00:00,0.9,1,2025-12-03 07:03:00-05:00,7
2025-12-03 12:38:00+00:00,0.9,1,2025-12-03 07:38:00-05:00,7
2025-12-03 13:15:00+00:00,0.9,1,2025-12-03 08:15:00-05:00,8
2025-12-03 13:46:00+00:00,0.9,1,2025-12-03 08:46:00-05:00,8
2025-12-03 13:52:00+00:00,-1.0,1,2025-12-03 08:52:00-05:00,8
2025-12-03 14:51:00+00:00,0.9,-1,2025-12-03 09:51:00-05:00,9
2025-12-04 03:02:00+00:00,-1.0,-1,2025-12-03 22:02:00-05:00,22
2025-12-04 11:09:00+00:00,-1.0,1,2025-12-04 06:09:00-05:00,6
2025-12-04 11:25:00+00:00,0.9,-1,2025-12-04 06:25:00-05:00,6
2025-12-04 12:34:00+00:00,-1.0,-1,2025-12-04 07:34:00-05:00,7
2025-12-04 14:07:00+00:00,0.9,1,2025-12-04 09:07:00-05:00,9
2025-12-04 16:17:00+00:00,-1.0,1,2025-12-04 11:17:00-05:00,11
2025-12-04 19:06:00+00:00,0.9,-1,2025-12-04 14:06:00-05:00,14
2025-12-04 19:08:00+00:00,-1.0,-1,2025-12-04 14:08:00-05:00,14
2025-12-04 19:36:00+00:00,-1.0,1,2025-12-04 14:36:00-05:00,14
2025-12-05 01:00:00+00:00,0.9,-1,2025-12-04 20:00:00-05:00,20
2025-12-05 01:15:00+00:00,-1.0,-1,2025-12-04 20:15:00-05:00,20
2025-12-05 02:19:00+00:00,-1.0,-1,2025-12-04 21:19:00-05:00,21
2025-12-05 02:43:00+00:00,0.9,1,2025-12-04 21:43:00-05:00,21
2025-12-05 02:52:00+00:00,0.9,1,2025-12-04 21:52:00-05:00,21
2025-12-05 04:37:00+00:00,0.9,1,2025-12-04 23:37:00-05:00,23
2025-12-05 05:00:00+00:00,0.9,1,2025-12-05 00:00:00-05:00,0
2025-12-05 06:08:00+00:00,-1.0,1,2025-12-05 01:08:00-05:00,1
2025-12-05 09:07:00+00:00,-1.0,-1,2025-12-05 04:07:00-05:00,4
2025-12-05 09:38:00+00:00,0.9,1,2025-12-05 04:38:00-05:00,4
2025-12-05 12:05:00+00:00,0.9,1,2025-12-05 07:05:00-05:00,7
2025-12-05 14:06:00+00:00,0.9,1,2025-12-05 09:06:00-05:00,9
2025-12-05 14:50:00+00:00,0.9,1,2025-12-05 09:50:00-05:00,9
2025-12-05 15:42:00+00:00,-1.0,1,2025-12-05 10:42:00-05:00,10
2025-12-05 15:56:00+00:00,0.9,-1,2025-12-05 10:56:00-05:00,10
2025-12-05 16:10:00+00:00,0.9,-1,2025-12-05 11:10:00-05:00,11
2025-12-08 05:17:00+00:00,0.9,-1,2025-12-08 00:17:00-05:00,0
2025-12-08 05:19:00+00:00,-1.0,-1,2025-12-08 00:19:00-05:00,0
2025-12-08 05:24:00+00:00,-1.0,-1,2025-12-08 00:24:00-05:00,0
2025-12-08 05:31:00+00:00,0.9,1,2025-12-08 00:31:00-05:00,0
2025-12-08 05:35:00+00:00,-1.0,1,2025-12-08 00:35:00-05:00,0
2025-12-08 07:57:00+00:00,-1.0,-1,2025-12-08 02:57:00-05:00,2
2025-12-08 08:20:00+00:00,0.9,1,2025-12-08 03:20:00-05:00,3
2025-12-08 08:29:00+00:00,0.9,-1,2025-12-08 03:29:00-05:00,3
2025-12-08 10:46:00+00:00,0.9,-1,2025-12-08 05:46:00-05:00,5
2025-12-08 11:01:00+00:00,-1.0,-1,2025-12-08 06:01:00-05:00,6
2025-12-08 11:27:00+00:00,0.9,1,2025-12-08 06:27:00-05:00,6
2025-12-08 12:51:00+00:00,-1.0,1,2025-12-08 07:51:00-05:00,7
2025-12-08 13:00:00+00:00,0.9,-1,2025-12-08 08:00:00-05:00,8
2025-12-08 13:31:00+00:00,-1.0,-1,2025-12-08 08:31:00-05:00,8
2025-12-08 14:14:00+00:00,-1.0,1,2025-12-08 09:14:00-05:00,9
2025-12-08 14:48:00+00:00,0.9,-1,2025-12-08 09:48:00-05:00,9
2025-12-08 15:05:00+00:00,-1.0,-1,2025-12-08 10:05:00-05:00,10
2025-12-09 09:22:00+00:00,-1.0,1,2025-12-09 04:22:00-05:00,4
2025-12-09 09:40:00+00:00,-1.0,-1,2025-12-09 04:40:00-05:00,4
2025-12-09 10:11:00+00:00,-1.0,1,2025-12-09 05:11:00-05:00,5
2025-12-09 12:19:00+00:00,-1.0,-1,2025-12-09 07:19:00-05:00,7
2025-12-09 12:48:00+00:00,-1.0,1,2025-12-09 07:48:00-05:00,7
2025-12-09 13:30:00+00:00,0.9,-1,2025-12-09 08:30:00-05:00,8
2025-12-09 14:13:00+00:00,-1.0,-1,2025-12-09 09:13:00-05:00,9
2025-12-09 14:33:00+00:00,0.9,1,2025-12-09 09:33:00-05:00,9
2025-12-09 16:01:00+00:00,-1.0,1,2025-12-09 11:01:00-05:00,11
2025-12-10 08:45:00+00:00,0.9,-1,2025-12-10 03:45:00-05:00,3
2025-12-10 09:03:00+00:00,-1.0,-1,2025-12-10 04:03:00-05:00,4
2025-12-10 09:43:00+00:00,0.9,-1,2025-12-10 04:43:00-05:00,4
2025-12-10 10:14:00+00:00,-1.0,1,2025-12-10 05:14:00-05:00,5
2025-12-10 10:31:00+00:00,-1.0,-1,2025-12-10 05:31:00-05:00,5
2025-12-10 10:47:00+00:00,0.9,-1,2025-12-10 05:47:00-05:00,5
2025-12-10 10:54:00+00:00,-1.0,-1,2025-12-10 05:54:00-05:00,5
2025-12-10 11:13:00+00:00,0.9,1,2025-12-10 06:13:00-05:00,6
2025-12-10 11:58:00+00:00,0.9,1,2025-12-10 06:58:00-05:00,6
2025-12-10 12:02:00+00:00,-1.0,1,2025-12-10 07:02:00-05:00,7
2025-12-10 13:00:00+00:00,-1.0,-1,2025-12-10 08:00:00-05:00,8
2025-12-10 13:12:00+00:00,-1.0,-1,2025-12-10 08:12:00-05:00,8
2025-12-10 13:44:00+00:00,-1.0,1,2025-12-10 08:44:00-05:00,8
2025-12-10 20:24:00+00:00,-1.0,-1,2025-12-10 15:24:00-05:00,15
2025-12-11 00:11:00+00:00,0.9,1,2025-12-10 19:11:00-05:00,19
2025-12-11 01:03:00+00:00,-1.0,1,2025-12-10 20:03:00-05:00,20
2025-12-11 01:30:00+00:00,-1.0,-1,2025-12-10 20:30:00-05:00,20
2025-12-11 02:01:00+00:00,-1.0,1,2025-12-10 21:01:00-05:00,21
