time,open,high,low,close,n_ticks
2026-08-18 13:53:00+00:00,4392.885,4393.4,4391.04,4391.34,440
2026-08-18 13:54:00+00:00,4391.505,4391.915,4389.549999999999,4390.915,419
2026-08-18 13:55:00+00:00,4391.085,4391.67,4389.82,4390.685,408
2026-08-18 13:56:00+00:00,4390.525,4393.105,4390.215,4392.96,392
2026-08-18 13:57:00+00:00,4392.895,4394.42,4392.715,4393.610000000001,388
2026-08-18 13:58:00+00:00,4393.535,4393.925,4391.755,4393.565,311
2026-08-18 13:59:00+00:00,4393.5599999999995,4395.19,4392.67,4394.665,337
2026-08-18 14:00:00+00:00,4394.74,4400.62,4393.385,4399.715,474
2026-08-18 14:01:00+00:00,4399.645,4401.6,4398.08,4401.335,429
2026-08-18 14:02:00+00:00,4401.325,4403.375,4399.3099999999995,4402.73,503
2026-08-18 14:03:00+00:00,4402.68,4406.610000000001,4402.68,4405.285,475
2026-08-18 14:04:00+00:00,4405.17,4405.45,4402.299999999999,4404.264999999999,432
2026-08-18 14:05:00+00:00,4404.3,4404.68,4402.825000000001,4403.82,443
2026-08-18 14:06:00+00:00,4403.950000000001,4404.505,4397.925,4400.18,464
2026-08-18 14:07:00+00:00,4400.115,4402.07,4399.4400000000005,4401.450000000001,359
2026-08-18 14:08:00+00:00,4401.42,4401.665,4397.96,4400.66,367
2026-08-18 14:09:00+00:00,4400.6900000000005,4401.42,4398.1849999999995,4398.23,380
2026-08-18 14:10:00+00:00,4398.285,4399.075,4397.08,4398.635,390
2026-08-18 14:11:00+00:00,4398.594999999999,4398.615,4392.09,4393.55,426
2026-08-18 14:12:00+00:00,4393.605,4394.62,4392.695,4394.01,404
2026-08-18 14:13:00+00:00,4393.96,4394.33,4391.145,4393.78,431
2026-08-18 14:14:00+00:00,4393.955,4395.975,4393.125,4393.275,401
2026-08-18 14:15:00+00:00,4393.38,4398.12,4393.0,4398.08,395
2026-08-18 14:16:00+00:00,4398.105,4401.295,4398.0650000000005,4398.635,394
2026-08-18 14:17:00+00:00,4398.665,4398.835,4397.6,4398.49,360
2026-08-18 14:18:00+00:00,4398.485,4403.264999999999,4397.51,4402.855,397
2026-08-18 14:19:00+00:00,4402.735000000001,4405.245,4401.52,4401.52,432
